"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"anselmdaniel","18 January 2020","This review contains spoilers.Jumanji: Welcome to the Jungle is a fantasy adventure comedy movie that premiered in 2017. The movie is directed by Jake Kasdan, produced by Matt Tolmach, and William Teitler. The story is written by Chris McKenna. The movie stars Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan, and Nick Jonas. The movie is a successor to 1995's movie Jumanji. Jumanji which was once a board game becomes a video game that traps school students that play it. The students must work past their differences and cooperate in order to beat the game and win freedom.Jumanji: Welcome to the Jungle is a pleasant surprise. Jumanji: Welcome to the Jungle has interesting concepts and execution. The movie became interesting to watch simply because of the ideas it has that represent video games on movies. This is not a video game movie but rather a movie that is based on concepts found in video games. There is still a plot that is akin to movies and the movie uses this to good effect by lampooning concepts found in video games. A running gag in the movie is that non-playable characters simply repeat lines. This is used to good effect by the characters being introduced to non-playable characters not replying to what the players throw at them.The plot of Jumanji: Welcome to the Jungle is basic. This movie has four students that become trapped that ultimately has to solve the mystery of why a student went missing years before. There is not a villain in this movie. There are only obstacles that the students must overcome that are present in the video game they become trapped in. The movie serves these concepts of obstacles well as the characters of Spencer Gilpin, Bethany Walker, Anthony ""Fridge"" Johnson, and Martha Kaply have to overcome their differences in order to escape the video game. The actors that play these characters' avatars do an admirable job in the roles. They portray the underlying characters well and it leads to hilarious events in the movie.The movie does have some missed opportunities. I felt that the movie's plot was so basic that it could have been expanded for comedic effect. There are many tropes in video games that could have applied to this movie that are relatable by the audience. If some of these events were shown like a fog-of-war effect or a rendering limit, it could have been fun seeing the player characters see this limitation.I would recommend 'Jumanji: Welcome to the Jungle'. This is a solid movie and it serves as more of a spiritual successor to 1995's Jumanji movie.Grade: B","
            8/10
            "
"lukem-52760","21 July 2018","A hilarious & much more fun sequel to the first film!!! The first film is good but not great but this sequel is great, so much action packed fun with great hilarious characters & performances especially Jack black & dwayne Johnson those guys are funny as hell also kevin hart is crazy funny infact the whole team is great fun to follow on this adventure!!! So yes sit back & enjoy this feelgood fun filled adventure!!! Pure fun.","
            10/10
            "
"hjalsayegh","23 December 2017","Movies about video games have the worst rep in movie history. Add to that this being a sequel and has Jack Black in it as a teenage girl... yeah I was expecting something intolerable with it.It starts off lame as expected. A bunch of walking stereotypes all get a contrived reason to have detention together where they find the game and start playing. This leads to the first continuity error of the movie, The game turned into a gaming cartilage when the 90's kid ignored it at first. kindda off it's version of keeping up with the times. When the other kids come across it, it's a console.make no mistake the first 15-20 minutes of this drag like hell. once they're in the game however it's a 180. I totally buy that they are avatars of those same teens. the ""game"" is very straight forward and easy to grasp from the get go with the movie being more about the character's development then anything else. They started off paper thin but the movie played it up nicely, the visuals were fun and... I can't believe I'm saying this but Jack Black was actually funny in this!There is a tie in with the original but it's subtle and I liked how the ending was faithful to how the original ended. This was fun movie for the family. it started at ground zero but made you care about the characters and get invested in it as it went on. 8.5 stars and a recommendation from me.","
            9/10
            "
"jokejong","15 March 2018","I think the concept of how teenagers get transported into seasoned actors in a different world is something new to me. I really enjoyed the humor and the way the story flows. My wife and I enjoyed the movie thoroughly and we left the show feeling satisfied.","
            8/10
            "
"TedStixonAKAMaximumMadness","29 March 2018","In the months leading up to the release of 2017's ""Jumanji: Welcome to the Jungle"", pretty much all you could hear was moans and groans from the collective film-going audience. People were upset that the beloved 1995 Robin Williams classic was getting a sequel. Purists were infuriated that the movie was updating the treacherous game for modern times. Online commentators couldn't get over co-star Karen Gillan's laughably skimpy outfit and took pot-shots at the movie over it. This is one of those films that just couldn't catch a break.Yet, something happened. Early reviews weren't just solid- they were absolutely glowing. A slew of sneak-preview screenings garnered extremely positive feedback from audiences. And when the film was finally released, it earned a near-unanimous acclaim. For a film that just couldn't catch a break, ""Welcome to the Jungle"" became a welcome and fantastic example of that old saying ""never judge a book by its cover."" Everyone was so wrapped up in pre-release drama and accusations... we just never considered that it might have not only been good- it might have actually been better than the original.Twenty years after the original adventure, a group of modern-day high school students all find themselves stuck in detention for varying reasons. Neurotic geek Spencer (Alex Wolff), meat-headed football star Anthony (Ser'Darius Blain), awkward loner Martha (Morgan Turner) and self-obsessed popular-girl Bethany (Madison Iseman). While sorting old magazines for recycling, the group discovers a mysterious video-game entitled ""Jumanji"" and boot it up, only to find themselves magically pulled inside of the game. Now occupying the bodies of the characters they chose (Dwayne Johnson, Kevin Hart, Karen Gillan and Jack Black), the troubled teenagers must complete the game's objective and solve increasingly difficult ""levels"" in order to escape. Along the way, they find a new ally in Alex (Nick Jonas), a long-lost kid who has been stuck in the game since 1996, all while being tracked by the game's villainous baddie Russell Van Pelt (Bobby Cannavale), whom has attained control over Jumanji's animal kingdom.The greatest treats of ""Jumanji: Welcome to the Jungle"" are the playful and creative tone the story takes, and the excellent cast who have a grand time hamming it up for the camera. Co-written by Chris McKenna of ""Community"" fame, the script is an absolute blast and a half that both pays tribute to the original film while also taking the story in interesting new directions. The idea of Jumanji transforming itself into a video-game to attract modern teenagers is actually really clever, and it keeps the sequel fresh and unique while still remaining true to the original. There's also a ton of really fun meta-humor that fans of modern games will absolutely adore. I really got a kick over how the secondary characters can only speak a few specific lines over and over, in a playful nod to how video-game NPC's usually only have a handful of programmed responses. And the uproariously funny fact that Gillan's aforementioned skimpy outfit is a satirical swipe at how games often objectify female characters. (Like I said... never judge a book by its cover...)This is aided quite well by director Jake Kasdan's keen eye for visuals and sharp sense of pacing. The film's action set-pieces are genuinely thrilling, the humor is well-delivered and there's almost never a dull moment to be had. Kasdan has honed his skills throughout the years with some delightful projects, including the woefully underrated ""Walk Hard: The Dewey Cox Story"", and here, that experience pays off in spades. And I can't wait to see what he does next.But perhaps the films greatest achievement is the absolutely outstanding cast. Particularly Johnson, Hart, Gillan and Black, who get to play against type and seem to relish in this in each and every moment. Everyone knows Johnson is one kick-butt dude... so it's a lot of fun seeing him playing the role of a neurotic teen whose allergic to just about everything. Gillan often plays sexy side-kicks or treacherous characters, which makes for a good contrast when she's playing an uncomfortable weirdo who can't talk to guys and doesn't like to be noticed. Hart's an absolute hoot playing a giant linebacker stuck in a diminutive body. And Jack Black... my god, Jack Black is outstanding as a popular teen girl stuck in a middle-aged man's body. He gets the biggest laughs of the film, and wisely never plays the part too broad. He's just perfect, perfect, perfect.It's a genuine surprise just how much fun this film is. I know as a 90's kid myself, I had my standards set high and thought nothing could come close to the original. And I was very pleasantly shocked when I walked out of the theater and realized that in many ways, ""Welcome to the Jungle"" is better than the original. It's sharp. Exciting. Hilarious. It really is the perfect continuation. Sure I could nit-pick the fact that the villainous Van Pelt is a bit under-developed. And I could argue that a few of the effects don't quite work. But on the whole... yeah. If you loved the original, I can't imagine you wouldn't love this stellar sequel just as much if not more.I'm giving ""Jumanji: Welcome to the Jungle"" an excellent 9 out of 10 for its sheer, infectious fun-factor. Definitely go in with an open mind and give it a shot. Because take it from me... no matter what pre-conceived notions you might have, it'll defy your expectations in the best of ways!","
            10/10
            "
"SPZMaxinema","12 October 2021","Kevin Hart and Jack Black are legendarily hilarious in this. I remember seeing this in theaters with a date and thinking it was a good time whether you're into video games or not!","
            1/10
            "
"nogodnomasters","31 December 2017","This is a sequel to the original film and not a reboot. Having watched the first film is not necessary to view this film. In fact not seeing it may be more helpful. In this film four students in detention get sucked into the game and must complete the game in order to return home from the jungle. What made the film good was the characters. It was a ""Breakfast Club"" type of thing where four teens discover themselves and overcome their fears and shortcomings to form a winning team. In the transformation they become opposite characters from what they are in real life with the self absorbed Bethany becoming Jack Black. The film had humor, action, drama, and a feel good ending. Take the family. Guide: No f-words, sex, or nudity. Worst on-screen kiss for 2017.","
            9/10
            "
"ratari","22 April 2018","When I saw Jumanji in 1995 Starring Robin Williams, I was immediately swept away . It was non-stop action and fun. It was exhilarating. It was a wild entertaining ride!Now we come to Jumanji: Welcome to the Jungle (2017). What can I say?
I like all of the actors. Special effects were great. That's where it just comes to a slow boring, dying, disappointing halt. A few jokes were funny, I'll admit. A good action, comedy HAS TO KEEP YOU OFF BALANCE! That is a must. You have to feel like you just don't know what surprise is around the corner. It has to keep you on the edge of your seat, so to speak and it has keep you laughing. This film did neither. As I have often said, timing is everything in a movie. Dead spots are taboo. A well written and well edited film keeps it moving with constant, ongoing discovery.
This was more like a committee got together and decided to ""get a few throw pillows and some paint and make a movie"".
It felt like each scene was painfully contrived by amateurs. Too many dead spots.Most reviewers here thought it was great. I have to respectfully disagree and go against the grain. I make no apologies.","
            9/10
            "
"Misstumbler","22 December 2017","I actually come to watch this movie with low expectation. I watched 1st Jumanji and it was really great (and I watched it a couple times). The sequel is a little different with it's successor, with the theme is still same, a game that involved real adventures to it's player. Four teenagers sucked into the game, and they become a character they chose (which is very different from their real life). The movie is so funny, and if you played RPGs game you will find this really entertaining. The humour is still suitable for young audiences, so it's a family movie too. And while it's a humour adventures movie, it still have a good message. So I really recommend it, hope you'll enjoy it too.","
            10/10
            "
"rana_sallam-944-294719","24 February 2018","This is a fun movie from opening to closing credits! 
I hadn't laughed like that in years and there's a couple of instances in there where I was genuinely laughing SO hard, I couldn't catch a breath!
The whole cast is magnificent, but Kevin Heart is a pure treasure, HILARIOUS!
It's a great movie for a fun movie night!","
            7/10
            "
"kirbylee70-599-526179","29 March 2018","Back in 1995 a movie came out that featured a board game as its centerpiece. Starring Robin Williams the movie told the story of a boy with a secret that is sucked into the world of the game only to be released years later when two more children began playing the same board game. When word came out that the movie, treasured by fans around the world, was being remade those fans were not quite sure what to expect. Rest easy because JUMANJI: WELCOME TO THE JUNGLE is just as wild, just as adventurous and just as much fun as the original.But no one plays board games these days right? The movie opens in 1996 and that's the case when a young teen named Alex tosses the board game aside to play his video games. The next day he looks at the case again to see it is now a video game, begins playing and disappears from this world.Fast forward to the present and a group of 4 teens are sent to detention. Spencer, the class nerd, and Fridge, the star ball player, are in trouble for Spencer doing Fridge's homework. Bethany is a self-absorbed young girl who lives on her cell phone, so much she had it on during a test. And Martha is a self-styled outcast sent here because she argued with a teacher. All are there for Saturday detention and instructed to clean out a storage room. But they find the old Jumanji game, hook it up to the TV and begin playing only to be sucked into the game just like Alex years ago.When they arrive in the jungle it takes them a while to realize what is going on. Spencer is now a muscle bound adventurer and played by Dwayne ""The Rock"" Johnson. Fridge is his sidekick and responsible for carrying a backpack with his weapons and played by Kevin Hart. Martha has turned into a fighting machine ala Laura Croft and played by Karen Gillian. And Bethany is now a knowledgeable professor played by Jack Black. Once they acclimate themselves to their predicament a transport arrives to pick them up.Driving the vehicle is Nigel, in reality a part of the game who is there to pass along information to the group and set them on their way. He tells them the story of an evil adventurer and Spencer's rival Van Pelt (Bobby Cannavale) who stole a famed jewel from the eye of a jaguar statue plunging Jumanji into darkness. Their task is to retrieve the jewel and take it back to be replaced in the statue. But there are several tasks involved along the way just like any game requires.Each learns about their strengths and weaknesses before they set out. They also find out the hard way what the stripes that seem to be tattooed on their arms mean. Each one is a life they have while playing the game. Lose a life, lose a stripe. And when they're all gone, its game over for that person.The thing that makes this film work is the interplay between the actors on screen as well as the alterations in their characters from the real world to the world of Jumanji. Spencer's 180 change has him looking at his arms and amazed at how big they are. Martha can't figure out why she's wearing such skimpy clothes in the jungle. Fridge can't believe he's little more than a sidekick. And Bethany bemoans her frumpy appearance and the loss of her much loved cell phone. But they all adapt while teasing one another about their changes.The acting from all four is wonderful to watch. For me Jack Black has always been hit or miss and he hits in this role, especially when he has to go to the bathroom. Gillian gets a chance to shine after her makeup laden role in GUARDIANS OF THE GALAXY. Hart and Johnson, so amazing together in CENTRAL INTELLIGENCE, are just as good here. Johnson in particular shines in his comedic moments, especially when he gives a smoldering look.The effects are solid here and almost all CGI. But they're done well enough that it doesn't matter unlike some films that rely on those effects while doing them poorly. They play well into the story here and that story is solid enough to make you realize this isn't a remake so much as a reboot of the original.I found myself laughing throughout the film as well as cheering on the team making their way through the game. While there are a few jokes that adults will enjoy more than kids, they're not the sort that will be offensive and have you trying to explain them to the young ones. All in all I had a blast with this one and odds are I'll watch it again. My guess is you will as well.","
            3/10
            "
"RECB3","29 September 2023","This remake will never replace the original but it is still a terrific film for everyone to watch and really enjoy. I completely enjoyed watching this film. The storyline was adventurous and strong. The cast selection was truly remarkable. They committed and connected well to the storyline and to their respective characters. The chemistry between them was exceptional. It is always fun to see Dwayne Johnson and Kevin Hart working together. Anything can happen. This film and remake makes all viewers really think about how everyone plays and sees video games. It shows that they can bring people together. This is a fun and great film for all viewers and video game players to watch and truly enjoy.","
            9/10
            "
"danjamz","11 December 2017","This sequel took so long to come to fruition, the most unbelievable thing is that the writing could still be so bad. It genuinely feels like they cast the actors first, then wrote supposedly ""cool and funny"" scenes about them, making it feel more like a bunch of unconnected sketches and action sequences than a real story.The main problem is that the humour seemed almost entirely aimed at the handful of young kids in my (very busy) screening, they loved it of course; but literally everyone else... silence for the entire movie. The special effects are fine and the action sequences exciting enough, but without a half-decent story to hold it together, it all feels a bit empty. Ultimately keep your expectations rock bottom and you can probably just go along for the ride. But 22 years after the original, I would highly recommend you give the old one another try before you bother with this.","
            10/10
            "
"MihaiSorinToma","19 September 2018","Four very different teenagers are sucked into a video game and transported to the world of Jumanji. Each equipped with an unique set of skills but also weaknesses, they must find a way to finish the game before remaining out of lives in order to go back to their own world.It's a movie which follows about the same concept as the original flick, but also improving it in terms of visual effects. The four new characters are very likeable and funny, playing their part very well in the adventure that follows. Their evolution as teenagers and their relationship with one another is also presented in detail, presenting how each is able to overcome his condition with the help of the others. Their part is the most important, very well played by the actors, contributing decisively to the outcome. Using plenty of references to video games, this movie manages to create a very entertaining atmosphere in which the action can take part. Speaking of which, we have plenty of it, exaggerated of course as they are part of a video game, but still very enjoyable.The plot isn't much as far as the game is concerned, but it is good enough to keep it all together and make it a very good all-rounder. It's not predictable or linear, even having a mystery to be guessed, but it's not breath-taking either. It excels though through dialog, character complexity and development, making it very good in this department. The visual effects however are top notch. It truly is a delight for the eyes to see all the action sequences and all other events which are made possible using CGI.It's a movie which I truly enjoyed. It manages to create a good time for its viewers, while having some great actors who play their characters with style. It's not spectacular in terms of story but it makes up through action, suspense, CGI and even a bit of drama. A very good watch overall.","
            9/10
            "
"AceApayda","1 April 2018","I was skeptical at first but found myself in full belly laugh within the first few minutes! Cool idea, amazing actors, unique story arc on the Jumanji name. And it's a family movie too, despite a few words from Kevin Hart... I recommend!","
            8/10
            "
"sahadathsn","20 December 2017","Really enjoyable movie! The movie is well paced, great cast, great action sequences. I think this is a must see movie, for all the family.","
            7/10
            "
"jakethesnake-42007","17 July 2022","When they announced the new jumanji I was like no why but not was I wrong. I enjoyed almost every minute of this film. The actors shine in there roles and that's what really makes the film. The plot is also good and fast paced. The run town is a little long and some parts drag but overall one of the best action adventures in a long time.","
            7/10
            "
"BA_Harrison","28 December 2017","I wasn't expecting anything from Jumanji: Welcome to the Jungle other than some light-hearted Hollywood escapism, and that's exactly what I got: a couple of hours of pure popcorn entertainment with a predictable message to be comfortable with who you are and make the most of your life.A sequel to the original 1995 film (not a remake!), the film sees four high-schoolers tasked with cleaning up a classroom, where they find an old video console, loaded with a cartridge: Jumanji. Setting up the game, they each take a controller and choose a character, after which they are sucked into the world of Jumanji, where they become their avatars.Nerd Spencer (Alex Wolff) becomes musclebound adventurer Dr. Smolder Bravestone (Dwayne Johnson); meek Martha (Morgan Turner) becomes kick-ass babe Ruby Roundhouse (Karen Gillan); shallow beauty Bethany (Madison Iseman) becomes middle-aged, overweight cartographer Professor Shelly Oberon (Jack Black); and jock Fridge (Ser'Darius Blain) becomes short zoologist Moose Finbar (Kevin Hart). To escape the game, the players must work their way through the various levels and return a jewel, the Jaguar's Eye, to its rightful place in a huge statue.Aimed at the whole family, Jumanji: Welcome to the Jungle is equal parts action and comedy, and largely succeeds in both areas, with some great gags (Jack Black, for once, manages to be funny and not throughly annoying) and several well-mounted set-pieces, the best of which involves a stampede of rhinos and a damaged helicopter. Of course, things work out exactly the way you imagine they will, but although there are few genuine surprises, the film still manages to be quite the thrill-ride.","
            7/10
            "
"jeromesgabilo","20 September 2022","It was one of the funniest comedy ensemble I have seen in a recent time. The performances were simply hilarious but good as well. The direction and writing was pretty straight-forward. And most of all it was enjoyable to watch and never boring. I'm not sure if it was a remake but if it was I must say it did justice to the original one. It may have a lame plot and storytelling but overall the movie was fantastic in my opinion. All the supporting characters are emphasized necessarily. The production design and visual effects were on-point as well. Jake Kasdan is really one of the underrated directors in modern comedy.","
            10/10
            "
"sweidman-28016","28 October 2018","Jumanji: Welcome to the Jungle was a nice surprise. I didn't expect it to be that good. It actually wasn't that bad. It had a nice storyline and was really funny. It wasn't perfect by all means. There were some things they could've worked. Some things include the main antagonist and some of the camera work. Otherwise I enjoyed it. I would recommend seeing it.
My Grade: B","
            10/10
            "
"bhernandez2216","4 December 2019","Jumanji: Welcome to the Jungle, is the #1 Movie in America. It's a game for those who seek to find a way to leave the world behind. That's right Jumanji fans, Jumanji is back, and better than ever. Dwayne Johnson, Kevin Hart, Karen Gillan, and Jack Black are the perfect cast for the movie to have all the fun, for the whole Jumanji fans to enjoy.","
            8/10
            "
"aubrielynnrose","12 July 2023","When I saw another Jumani coming out I rolled my eyes at another remake. A huge fan of Robin Williams and the first one. However the cast was awesome. The concept was different from the original yet with one scene they tied it into the first movie. They brought it into modern times with their digital twist. Watching the Rock and Kevin Heart and Jack Black play teenage opposites of themselves was hysterical. It was action packed and suspenseful enough to hold the attention of adults but not too much where young kids would be too scared to enjoy. My two young kids, husband and I enjoyed it and had a great family movie night!It's definitely a movie I'd watch again.","
            9/10
            "
"Aaron1375","26 December 2017","First off, I was not the biggest fan of the first movie with Robin Williams. It was not bad, but just did not click for me. When I first heard about this film, I had no desire to see it; however, when I saw the trailer and saw that it was now a video game and the people became their avatars I thought I would give it a go. Suffice to say, it was a rather amusing and action filled adventure that I was not disappointed in at all. Not the best film I have seen all year, but still rather good. I figured the whole video game setting would make it more enjoyable for me than the whole crazy stuff happening in the real world setting of the first film. The film is a mixture of comedy and action as I would say it is nearly a 50/50 split with maybe a dash more on the comedy side. The cast all did a good job as the actors and actress playing the avatars within the game all were able to pick up on the teens who they supposedly were traits very nicely and made up a lot of the comedy in this film. The story has the Jumanji game found on a beach. A young man picks it up and opens it up, but immediately dismisses it and goes to playing video games. Something happens within the night and the board game becomes a video game and soon the young man disappears. Years later, a nerdy guy, an athlete, a popular hot girl and a bit of an awkward girl get detention. They are charged with cleaning out a room, but happen across the video game Jumanji. They soon decide to play and each of them is plunged into the game and become the avatar they have chosen. The nerdy kid is now a brave and muscular explorer. The athlete a small and diminutive zoologist and backpack carrier. The awkward girl becomes a very attractive and hot video game heroine and the popular girl becomes an overweight professor and reader of maps! They are charged with getting a strange jewel back to where it belongs; however, they have limited lives and seemingly unlimited dangers awaiting them in the jungles of Jumanji. They have to cross the dreaded jungles, get through a bazaar and try to outsmart the villain of the piece and try to stop themselves from being killed in the process! The actors in this all do a really good job as they make the film. If not for the way they act, this would be kind of just another generic jungle action piece. Dwayne Johnson continues to be a solid actor and still the best wrestler turned actor as he has to play a guy who looks huge, but the actual person being a very insecure and scared individual. Karen Gillian does a really good job at being super hot and sexy, but also extremely awkward. Kevin Hart is very funny, but the actor that stole the show was Jack Black as the professor who the popular and self absorbed girl became as he actual seems like he is that girl. They all are what make this movie extremely good and funny. The villain though is bit of a throwaway, almost seeming to be no threat at all. So I enjoyed the film, at times I thought it did get a bit too serious and I did think it ran a bit long, but overall I really enjoyed it. I think it is the only non comic film I have seen so far this year at the theaters other than John Wick 2. The first film just was not for me, but I enjoyed this sequel quite a bit. I do classify it as a sequel and not a reboot as it is just a new setting as the game itself has evolved over time to become something new. The actors were great and though the ones playing the avatars are in the majority of the film, the ones playing the 'real' them were really good too. The film had a mixture of comedy and action, but though it was nearly even I would still say that at its core it is more of a comedy film. It was a nice change of pace and I enjoyed watching it with my parents and they enjoyed it as well so well done to Sony for making a very enjoyable film.","
            8/10
            "
"Paragon240","2 January 2023","The sequel no one saw coming or expected to light up the box office as it did! Jumanji: Welcome to the Jungle is a fun adventure film with hilarious characters that works in every way. I will be honest; I was not a fan of the original movie - it freaked me out as a child. But the new film minimized the horror elements of Jumanji and focused more on adventure and humor. This time instead of a board game, Jumanji has morphed into a video game that sucks its unsuspecting victims into its deadly world. Welcome to the Jungle leans into all the video game tropes with hilarious results with jokes about skills, lives, NPCs, boss battles, and more. The movie is at its best with all the humor surrounding the body-swapped teens dealing with the game's characters they now inhabit - the skinny nerd becoming the muscular hero, the jock becoming a tiny sidekick, and the funniest of all, the pretty popular girl becoming Jack Black (who is the real stand out of the film). Jumanji is a must-see family adventure film that brings fun and laughs to everyone who dares to play the game.","
            8/10
            "
"andyajoflaherty","3 August 2022","Despite originally being quite dismissive of this modern take of the Robin Williams classic, I have to say that I was pleasantly surprised. The action and characters are great, there are genuinely funny moments, and seeing Jack Black act like a teenage girl was amazing. If you want a bit of fun one eve you can definitely do worse...","
            9/10
            "
"alexanderliljefors","27 December 2023","One of the best adventure films since Indiana Jones!Honestly this is a great and genuinely funny film that really manages to capture that feeling of a jungle and exploring a mysterious world.The acting is great and it actually is one of those rare films that feels authentic and real.Its a really great concept that frels very intriguing and thrilling to watch.If you havent watch this i recommend to watch The original Jumanji from 1995 before watching this. I also really recommend watching ""Jumani: The next Level"" from 2019.Genuinely a great franchise of modern film that you need to watch!","
            8/10
            "
"nawras-73256","7 August 2018","This movie was really funny, witty to a point, and it was lots of fun. 
The cast are comical legends! 
Enjoyed every last bit.","
            10/10
            "
"UniqueParticle","16 October 2019","I have only seen once before on STARZ and rewatching again to prepare for the new one Jumanji: Next level. This movie is so funny and barely anything compared to the 1995 version! Such a crazy adventure that seems to have a high budget, I guess that's ok sometimes better than most Transformers films. Very cool concept especially since I'm a gamer and the director Jake Kasten is awesome, I like a fair bit of his projects. I absolutely love adventure stories and I really wish I could go on more in real life!!","
            8/10
            "
"rudicantfail","6 November 2021","This is good old fashion entertainment, light hearted and funny. Just immerse yourself in this movie and enjoy, it is a great watch. Very clever filming, it is so like a video game in the way it is acted out. This is just a really good film.","
            7/10
            "
"cricketbat","28 December 2018","When I first heard they were making a sequel to Jumanji, I was against it. However, upon seeing it, I was pleasantly surprised. This is an entertaining movie. It builds on the original movie, but it can stand on its own, and the film creates a new set of obstacles for the heroes to overcome. Plus, it features plenty of action and plenty of laughs. Jumanji: Welcome to the Jungle is a sequel done right.","
            8/10
            "
"phanthinga","1 January 2018","I don't considering the first Jumanji movie to be a childhood classic or anything so my expectation for Jumanji: Welcome to the Jungle very low and what i got is a simple yet entertaining adventure movie.I laught quite a bit due to the great chemistry between actors and surprise when there actually some emotional scene that effective.The characters is cliche and likeable especially Jack Black with possibly his best performance of the year by acting like a blond girl.The video game setting is less annoying than i expected so if any Jumanji fan out there till concern about the movie quality go watch it and have a good time","
            9/10
            "
"eventlaunch","9 July 2019","This film had me laughing so much I had to watch it again and again and laughed out loud every time. They just got everything (almost) right, I say almost because they really needed to give us more animals in daylight rather than the watch closely or you'll miss them in the dark animal scenes","
            8/10
            "
"carolrmag","30 December 2017","I don't want to get into any spoilers, but the trailer gives you a good insight into what you are getting into. To me, the whole adventure felt real and it was brilliantly funny. I could't stop laughing ever since the game begun. It was fun, loving, and had really good messages within the whole thing. About friendship, love and ultimately, makes you think about who do you want to choose to be.","
            7/10
            "
"MAYESY-44","8 June 2020","Massive fan of Robin Williams Jumanji so didn't know what to expect but they have done really well in this one as it is a completely different direction which makes them not really comparable. Really good cast with a perfect mix of action and comedy and this is definitely a family film as all ages can watch this with no one getting bored.","
            4/10
            "
"kashidomar","8 December 2017","Although this is a very enjoyable movie for the kids but i have enjoyed it quite a lot. A very good fantasy as well as adventure comedy movie.I remember an old jumanji movie of 1995 but this one is far better than that.The movie is about the four kid who accidentally found an old game that took them into the world of game and full of quest to perform. Gamers will find it very exciting as these four kid runs through different experiences and missions to keep them alive. The movie moves forward along with the same pace of the game and finally reveals it's final stage.The actions are quite acceptable. Some comedy scenes are very very amusing. Dwayne johnson has done really well along with his other three companions.This is not a serious type of movie at all. So please don't watch it seriously.Rather seat and watch it for fun. You will get lot of this from it.","
            9/10
            "
"jaretricejhr","24 December 2017","This movie definitely got me attached! Loved the roles for the film, and definitely love the story line and comedy. It had characters you could get attached to (including the main antagonist) and it had pretty everything certain people could enjoy from an Adventure/Comedy/Fantasy movie! Especially for some of the older ages. It even had some pretty intense scenes compared to the older film. I suggest you to watch this movie if you're into these kinds of films, I definitely got a few laughs out of it, hope you will too!","
            8/10
            "
"chloegalley","15 November 2020","Jumanji: Welcome to the jungle is a 2017 American fantasy adventure comedy film starring some Hollywood's biggest stars. A brilliant movie to watch with the family very entertaining and will have you laughing out loud all the way through with plenty of action as well. You certainly won't get bored. Brilliant acting from some amazing actors and actresses. The film will keep you hooked no doubt so get your popcorn and drink out and enjoy this movie. I absolutely loved it go watch it","
            9/10
            "
"Sober-Friend","21 March 2018","I was was very shocked that I loved the film ""Jumanji: Welcome to the Jungle"". I did not want to see this to begin with. I am not a fan of ""Action/Adventure"" or ""Comic Book Movies"". So I was shocked that I loved this movie. At the beginning I thought ""Oh It's The Breakfast Club"" stuck in a fantasy world.Now I will say ""That is still partially true"" but what this film is rarely hits a false note. It was lots of fun with a huge heart.Set twenty-one years after the first film, the plot follows four teenagers who are transported into the video game world of Jumanji, playing as the characters they chose. They must overcome the game's magical power in order to win and return home.If you are looking for a film to see (It hits DVD Soon) then make this your top choice.","
            8/10
            "
"misterjas","10 December 2017","Really enjoyable, so many laughs! The movie is well paced, great cast, great action sequences. One reviewer on here said that it was awful, with no laughs, and that the audience were totally silent... he must've seen a different movie to me! The audience that I was a part of were definitely not silent! I liked the way they made the jumanji board game into a video game, it doesn't take anything away from the original movie. I think this is a must see movie, for all the family.","
            10/10
            "
"jtindahouse","18 March 2018","'Jumanji: Welcome to the Jungle' is a surprisingly well made and well executed film. I'll admit I had very little hope for it going in. I wasn't a big fan of the original and I'm not a big fan of Kevin Hart's brand of humour. I had almost no anticipation for the film whatsoever. It started out a little slowly (there's maybe a 15 minute period before the big stars actually come into the movie), but after that it kicked into gear and was a very fun two hour ride. The set up for the film is done perfectly. The lull at the start is completely necessary and makes every thing so much better later on. Knowing who these characters are before going into the game compared to what they become once they're in there is the best thing the film has going for it. Jack Black's character arc in particular is especially hilarious. In fact in what was an incredibly strong performance by the entire cast Black would have to be my stand out. Dwayne Johnson continues to be Hollywood's most improved comedian. Compare what he achieves now to his work early in his career and it's worlds apart. These days he's almost becoming a sure sign of quality. Kevin Hart was the surprise for me. I rarely enjoy his work, but here he was hilarious. Whoever wrote his one-liners did a fantastic job. They were almost always effective. The whole movie is just put together very well. The three lives per character structure was very clever and allowed so much freedom for the story to progress. Also I loved that there was no mucking around with the aspect of getting them into the game. They're in quickly and boom, the fun can begin. Too many films draw this process out in an attempt to be clever or create believability. I would happily recommend 'Jumanji: Welcome to the Jungle' to anyone looking for a good laugh and a fun time.","
            10/10
            "
"colewaters","8 January 2018","Jumanji Welcome To The Jungle is out of this world fun. The Rock, Jack Black Kevin Hart, and Nick Jonas all together now that is a fantastic combo. This movie is pure magical.","
            7/10
            "
"Whitelunardog11","12 June 2022","I love this film. I liked the original Jumangi so wasn't sure if I would like this but I love it. Love the characters and the story line. Entertaining and funny and family friendly. Love Dwayne Johnson in this.","
            8/10
            "
"r96sk","14 January 2020","'Jumanji: Welcome to the Jungle' is a decent film.I enjoyed watching all four of the main cast in Dwayne Johnson, Kevin Hart, Jack Black and Karen Gillan, but all of their acting felt a little cheap/basic - probably intentional, given they were replicating the actual Spencer, Fridge, Bethany and Martha actors.The locations were also a little dull. I did enjoy the enemies though, especially the bikers.","
            9/10
            "
