"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Sleepin_Dragon","1 August 2023","Black Adam is freed from his Earthly tomb after 5000 years, full of anger and rage, Earth isn't perhaps quite ready for Adam's presence, nor are the local Superheroes.I'm basing my review after a second viewing. I originally saw it in the cinema upon its release, it was met with a plethora of groans and sighs, second time round, I watched with some close friends, some real Marvel addicts, all of whom didn't rate it.First time round, I honestly thought it was a spoof, I thought it was sending up Marvel's early years, how sad to release this was no spoof.The main issue for me, the absolute absence of any plot, there just isn't any significant, basic storyline, it's just a sequence of messy, random events.There's an old saying, called a mug's eyeful, basically meaning that there's so much going on in front of you, too much, and that is very much the case here, this is a CGI monstrosity, way too many effects. This however is a mug's brainful, the music is overpowering, the effects are too relentless, it aimlessly crashes from one scene to the next.If I was forced to highlight a positive, I would say that Dwayne Johnson was way too good for the abysmal script he was working with, he adds a sincerity and gravitas that the film almost doesn't deserve, what a waste of his talents.If your only interest is CGI special effects, you'll find something here, otherwise, you'll be left totally unimpressed.Shockingly bad.4/10.","
            4/10
            "
"shawnn-appel","22 October 2022","When the rock was a kid he read some marvel comics and decided then, with is immature imagination, he wanted to be a super hero one day. So he wrote it all down in his little scrap book. Fast forward 30 years, he finally has money and influence... and managed to get his scrapbook made into a movie, literally translated as is.That's this film. A hero movie full of characters loosely inspired by other comic characters with no development, just BAM! Here we are, in some poor Middle Eastern city with a 5000 year old Rock Johnson speaking English and f@*}^ing everyone up. The end.And the comedy is on par with Thor... gringe level 1000.","
            5/10
            "
"isaacsundaralingam","22 October 2022","Was anybody really excited about Black Adam? Maybe there are people who were, but as for myself and the people I know, Black Adam was just yet another superhero movie in an unending line of superhero movies; all the same with nothing new or fresh to offer. But still, as is custom, I had to go check this movie out because Sri Lanka's roster of theater releases aren't that great, so I'll take whatever comes.Black Adam ended up being sometimes funny, a little more than sometimes cringe, and extremely mid. It's a movie with the most generic stakes ever, and with nothing new to add to a genre that has been the same for the past few years. The only aspect I personally enjoyed in the movie was Pierce Brosnan, and sometimes The Rock, but everything else fell flat. Especially whatever the writers tried to do with the Amon character. Things couldn't have been more generic than that.Overall, is it a bad movie? Far from it. Is it good? NO. Should you watch it? Well, you wouldn't be missing anything if you didn't.","
            6/10
            "
"Jithindurden","20 October 2022","Amid all the negative reviews and expectations of a The Rock movie, this was precisely what I expected. A simple entertaining film if you're able to see past some of its obvious faults. The action really felt like it was trying to be Zack Snyder lite, which partially works because it only tries to be lite in using that style even though the movie itself is action-packed. The characters are very forgettable although the performances of Pierce Brosnan, Aldis Hodge and the rest of the Justice Society members gives some life to it. The music was very underwhelming for me especially because it tries to elevate scenes by becoming loud and noticeable without making any impact.Black Adam is supposed to be an antihero but with a star like The Rock, he is only a reluctant hero who doesn't mind killing. Overall just a watchable film if you're a fan of the superhero genre.","
            8/10
            "
"jvg37","24 October 2022","Having Saw Black Adam 2 days ago, I can say that I enjoyed it immensely. The Rock played it straight instead of with his recently usual cartoonishness.This isn't the same, goofy Dwayne Johnson from ""Jumanji"" or ""Jungle Cruise"" as he plays it much darker and with seriousness. While not a technical masterpiece, ""Black Adam"" delivers where it counts the most - in terms of pure enjoyment! It is a thrilling popcorn flick through and through and should go down as one of the Rock's better films...The supporting cast was good, though they were a bit cookie-cutter and under developed as a whole. Pierce Brosnan as Dr. Fate and Aldis Hodge's Hawkman could have used a bit more a background story as it was difficult to invest any emotion for them. It was as though they just appeared and we were just supposed to know their backstory. Aside from that, and the choppiness of the first 20 mins, it was an all out good watch...","
            2/10
            "
"simonwoodwrites","4 January 2023","Sadly, this is a trainwreck of a movie that set itself up for failure. The story is where most of this goes wrong. It needed a lot of streamlining and simplification. There is so much detail trying to be crammed in here that it is cluttered but at the same time, vague. A few issues I had. Who was the bad guy and what was Black Adam's objective? There are these mercenaries that run the country and for the longest time we don't who is running it and no one seems to be interested in getting rid of them by the end. There is so much backstory and it keeps being revised throughout the movie. The hero vs villain dynamic is a mess. Black Adam seems to be against everyone--Justice Society, the mercs and anyone in his way. So the story doesn't have any direction or focus. There's a problem with the characters. The Justice Society is such a poor relation to the Justice League and Suicide Squad why bother. Their abilities did nothing. Black Adam himself, yes, he's antihero but his behavior was baffling. This guy did more damage to his country and its infrastructure than anyone that it's baffling why they were cheering for him. Oh, and stop floating and busting through walls. The tone is off. It bounces from R-rated to wanting to play to kids with a kid sidekick. Sadly, it's another superhero movie CGI overload. It never looks good compared to actual locations and practical effects. Finally, like spies in spy movies, Superheroes shouldn't talk about themselves as heroes.I could keep going on about the issues with this movie but I don't have the energy. Overall, is it the worst superhero movie ever made, no. Is it's clumsiest ever conceived? Yep.","
            10/10
            "
"DoNotComeToTheCinemaDepressed","21 October 2022","That Hawkman Vs Black Adam Battle was So Good.This Film Contains At times, some of the Greatest Visual Effects I've ever seen in a Superhero Movie. When the Boy was about to be shot in the head, that Slow motion Scene was Incredible Visually (Mostly, there's one shot of Black Adam that was Awful), also when Black Adam Holds the Devil Guys Horns in Slow Motion. It was Eye Popping Stuff 👌DC is Strong with This One. This Movie Contains Some of the Greatest Battle Scenes of All time. MCU and DCU.I think The Rock has Produced one of, if not the Greatest Quote in a Superhero Movie of all time, MCU and DCU. Hawkman - Heroes Don't Kill People. Black Adam - ""Well I Do"".That Quote is Up there With ""I know what it's like to Lose, to feel so Desperately that you are Right, yet to Fail Nonetheless.........it's frightening, it turns the Legs to Jelly"". From ThanosThings I Liked -Quick Sidenote - I hear a lot of people saying Atom Smasher and Cyclone were Underutilized, I disagree. Those 2 were more like Accessories to the Main 3 which were Black Adam, Hawkman And Doctor Fate. So Those 2 Fulfilled their Roles.1. Firstly the Movie is So Much Fun.2. All of the Battle Scenes are Really Pinging the Top of the Meter Visually and Are Stunning on the Eye. I Love Stunning Energy Within the Slow Motion, the Choreography and Impact Sounds in the Battles.3. The Rock Produces a Strong Performance as Black Adam.4. Pierce Brosnan has a Couple of Really Standout Beautiful Moments in the Movie.5. The Dynamic between the Justice Society, Black Adam, Sarah Shahi and the young Boy was Weak at First but then as time went on, the Chemistry grew and grew and I liked it.6. I loved watching Hawkman and Black Adam go back and Forth about Various Things.7. I liked the Backstory and History of Kahndaq. Also, the Real Reason of How the Rock Became Black Adam was a Nice Touch.8. Some of The Comedy Landed Well.The thing I Did not Like -1. What the hell was that ""Undead Army"" all about? It was Pointless and The Zombies were Weak as HellOverall, This Is One Of DC's Best To Date. Only Time will Tell Just How Good it Was.","
            2/10
            "
"fgjzxbkqh","30 December 2022","Two stars are for costumes and visual effects. To highlight some positive aspects first.The story is super boring. You do not know who you shall rooting for and it is mainly fighting. Maybe a comic fan might like it, but for me it is just flat and disappointing.The characters are not shaped well. The movie does not trigger any emotions and is lacking Humor. The connection between the past story and the current events has very small room so that it was not enough to get torn into it.One of the few movies I was waiting for to end and finally leave the cinema. If you do not care about a story, but fighting scenes it may be for you.","
            2/10
            "
"chuckinparis","7 November 2022","This is a really poor movie. Boring script and lame superheroes. It seemed like every scene was the same fight sequences repeated over and over. After 30 minutes I was looking at my watch to see how much longer this movie had left. I don't know how it's getting good ratings on this site by viewers. I am no film critic but it's easy to rate this thing pretty low. I am Not sure what happened with this movie but the end result is a costly train wreck. My suggestion to you is don't pay to see it in the theater. Wait until it's on cable so you can snooze through it in the comfort of your living room for free.","
            1/10
            "
"Ben-Mood","3 February 2023","I don't like crapping all over art pieces. And movies are a form of art. But nowadays movie producers think that a massive budget is enough. Imagine what someone with a real vision could've done even with 1/10th of the budget ""black adam"" had. The movie started ok, I wanted to see more. But after the first fight scene, the movie turned into one big explosion. It was repetitive, shallow, and extremely boring. Obviously, a normal person can't produce such a movie. The cgi itself costs a fortune. But I just think to myself what I would've done with such a massive budget. How can a fast pace movie without a plot be so successful?.. No idea..","
            1/10
            "
"Blumanowar","26 February 2023","My god he's been in 100 movies in 10 years. I didn't mind him in the beginning but let's get real this guy can't act for jack. He's making millions because he looks like an ape. Hollywoods lost its mind. Literally they're all on OXY and 9/10 movies today aren't watchable. It's just unbelievable how horrible new movies are. Guys like this are movie stars? Then they star the same people in all the big movies. So many great new stars do I've or two movies only to be passed on later for over the hill actors like Rock who most of want to vomit literally when we see him. My god he's been in 100 movies in 10 years. I didn't mind him in the beginning but let's get real this guy can't act for jack. He's making millions because he looks like an ape. Hollywoods lost its mind. Literally they're all on OXY and 9/10 movies today aren't watchable. It's just unbelievable how horrible new movies are. Guys like this are movie stars? Then they star the same people in all the big movies. So many great new stars do I've or two movies only to be passed on later for over the hill actors like Rock who most of want to vomit literally when we see him.","
            2/10
            "
"jessegehrig","14 February 2023","This is a review for the the Fire Emblem game, Fire Emblem Engage! Also this is a display of contempt for the movie I'm supposed to be reviewing. So the new Fire Emblem is pretty good. I don't think Fire Emblem Engage is better than Fire Emblem Three Houses, but that said I've been playing Fire Emblem Engage every day since it's release on January 20th. What I like about Fire Emblem games is the game play- I move all of my guys and the computer does nothing, then when my turn is over the computer moves all of its guys and I can do nothing. Some people might not like that aspect of powerlessness, cause you just have to wait and you can't do anything about what's happening, but I really appreciate the waiting because it gives me a chance to use the bathroom or like get something out of the fridge.","
            7/10
            "
"Xstal","16 November 2022","There's a superhero rogue packed full of rage, he's been released, and then restored, from a dark cage, quite a sociopathic type, probably kill you in a fight, not sentimental, but quite unstable, has war to wage. Cyclone, Fate and Atom Smasher have a plan, to curtail Teth-Adam's rampage with Hawkman, temper all of his frustrations, to protect the world of nations, they just need to get his lips to say 'shazam'. Meanwhile Ishmael seeks to get the Crown of Sabbac, there's a role he fancies having, a big stab at, and there are those deep down below, quite keen that he has a go, and only one can take him on, our man in black.A more than satisfying two hours of hero, antihero, baddie brilliance.","
            6/10
            "
"vibhus-17780","20 October 2022","Rather than Action sequence , nothing shines . Black Adam is jus another rock movie with DCs super hero stuff . Average plot and poor effort from writers ( eventhough superhero movies contain same type of story , in this they just followed the usual template ) . Literally poor direction , most of place felt rushed , clumsy and incomplete . Action sequence was topnotch , with good choreography and marvelous visuals . Humor worked well in few places . More than Black Adam we can only see Dwayne Johnson . Comparing to others Doctor Fate was pretty impressive . Antagonist didn't create much impact . Cast done their job well . Technically , VFXs and cinematography were good , editing was average .Overall a jus watch it for action sequence and mid credit scene 🔥 , if you can digest some cringe .","
            4/10
            "
"PedroPires90","23 October 2022","In a year where the genre is more saturated than ever, Black Adam just isn't the worst because there was Morbius.The character shows potential - in fact, the scenes in the past were the most interesting; The Rock has what it takes to be Black Adam; there are some funny moments and high-level visual effects...However, all this is undermined by a bad plot, a terrible script, little use of characters that should be more important, and excessive slow motion every 20 seconds to the point of making anyone's head hurt.I also didn't love all the attempts to make this something similar to what MCU is in terms of the universe...","
            2/10
            "
"nufc_geordie","5 February 2023","This movie looked amazing from the trailer... and I really like some of the cast!But, it's lack of engagement, poor script and lackluster story had me regretting the time and money I spent to see it.The main thread of the storyline is quite simple, but the convoluted way in which it is delivered had me baffled.The beginning of the movie is narrated, telling the viewers the origins of this made-up world and how the protagonist came to be. However when the movie starts its supposedly 5000 years later... but this modern world is unrecognizable except for the Superman & Batman iconography, which isn't subtle at all.The humour is forced and delivered deadpan, just as most of the dialog. The cast are either bored or receiving poor direction and the fight scenes are akin to a Tom & Jerry cartoon.The CGI is great though, which is its only saving grace!","
            5/10
            "
"kaefab","20 October 2022","Well what did you expect honest. I knew a bit who black adam was but the rest i had no clue.There was no character development at all, who is Dr Fate, Hawkman, Atom crusher and Cyclone, someone who has never read any comics might be lost in this DC universe.I guess this movie is a real mess, the lead women in the pyramide released black adam real easy from is tomb (or has we learn later on is prison)That he was not a hero but is son gave him the powers, lots of villains with special weapons motorbikes flying but were did they come from.Its like the movie starts with a bang lots of action fighting explosions but you get nothing else.","
            7/10
            "
"pap-05900","19 October 2022","Black Adam is everything anyone hoped it was really. Its a fun and thrilling action packed superhero movie.Dwyane Jhonson plays a somewhat stoic antihero and is elevated by his cast mainly the actors for Hawkman and Dr Fate who are the standout in this movie. Though i would have liked to seen more of Atom Smasher and Cyclone because theyre barely in the movie. The mythos of Black Adam is something most people will find interestig as well. And the film does a good job of introducing new characters and places and overall expanding the DCEU.So did the heiracrchy in DC universe change? Well kinda. This film may be fun and pretty violent at times. And I can see it doing really well in the box office. The critics are most probably not gonna like this movie as it is a bit messy at times and the stoic performance by the ROCK may not be the cup of tea for everyone. But for an average joe who doesnt keep up with their daily cup of critical pretentiousness, and just wants to spend some time watching badass superheroes being badass. This is the film for you.Its no 'Batman Begins' but it never wants to be. Fun but flawed is the best description i can give it. I really enjoyed it. And most people will certainly do aswell.And also, stay for the post credits. You wont be disappointed.","
            2/10
            "
"arfdawg-1","24 December 2022","What did I just watch?Admittedly, I am unfamiliar with the DC comix Black Adam. Never heard of it, in fact. This film was supposed to be a companion piece to Shazzam, which in my view was a boring kid's movie.Black Adam doesnt know what it wants to be. Is it a super hero movie? An anti-hero movie? Or is it an Indiana Jones movie?In any case it's absurdly derivitive. Filled with the same types of characters as the Indiana flicks, but not as good. Further the CGI is horrible for a big budget movie and some ""human"" characters actually look like video game CGI renderings.They also try to insert those pop mucical interludes like Marvel movies, but fail miserably. In fact there are quite a few unintentional laffs in there because it's so cheesy.The Rock should stick to Jumangi sequels At least those are entertaining.Another huge disappointment from the DC universe.PS I dont even understand why this character was in the comics in the first place. How is he different from Superman?","
            6/10
            "
"mayanklouteriya","24 October 2022","Honestly I loved the work.But with the slow start its seems boring but because of Top Notch - VFX.Not Best but A good Writing and Direction.Great Background sound effect and Visual, Just Splendid.While Watching People in the theater hooted, that's the good thing.I must say this movie can save DC.After many Attempts this movie is good enough to save the DC fall.Very nicely written and directed.Seeing Dwayne as Black Adam is just wow.It's All over the screen.Somewhere you'll feel better in the action scenes and somewhere you'll half baked story but overall it was good and you'll enjoy the movie.Everything is good, A Worth Watch Movie.Review of Black Adam by itsbymayank.","
            1/10
            "
"sav-83975","17 December 2022","What the hell did I just watch. Whole movie was literally just a 2 hour long fight scene. I sat here for 20 minutes trying to put into words how bad this movie was but I just don't know where to start. Do I start with the dialog? Do I start with the story? Do I start with the Deadpool/Antman Ryan Reynolds hybrid wanna be? Or this random cyclone chick? Who the hell even are they? They just appeared and pretended like their characters each had their own separate trilogies and we should know everything about them. I just feel brain dead after this. I gained nothing from this but lost 2 hours and 20 minutes of my life writing this review.","
            1/10
            "
"nickpebody","29 October 2022","I came into this movie with high hopes with a good cast. The film was terrible. After 10 minutes I couldn't wait for it to finish. The plot was all over the place and DC have done what they always do, throw a ton of characters and plots and explosions in without really fully explaining any kind of back story.Dwayne Johnson I normally like, but he literally looked like he was reading off an autocue all the way through. The best character was Pierce Brosnan's but again because there was no explanation of any back story I can't even remember the characters name. Awful film. Wouldn't watch again.","
            7/10
            "
"KalKenobi83","22 October 2022","Watched Black Adam with Dwayne ""The Rock"" Johnson(Red Notice) as Teth-Adam/Black Adam, Sarah Shahi(Person Of Interest) as Adrianna Tomez/Isis, Aldis Hodge(Shazam!) as Carter Hall/Hawkman ,Noah Centineo(The Perfect Date) as Al Rothstein/Atom Smasher, Quintessa Swindell(Euphoria) as Maxine Hunkel/Cyclone , Marwan Kenzari(The Old Guard) as Ishmael Gregor/Sabbac , Djimon Hounsou(Shazam! ) as The Wizard Shazam, Viola Davis(The Suicide Squad) as Amanda Waller and Pierce Brosnan(GoldenEye) as Kent Nelson/Doctor Fate.I really enjoyed Black Adam more than I thought it also Pierce Brosnan was Fantastic as Kent Nelson/Doctor Fate also keeping in line Traits of Anti-Hero of Teth- Adam also Ties into 2019's Shazam and well its sequel Fury Of The Gods as well The Suicide Squad and that mid-credit setting up the Future also Lorne Balfes score was awesome I think both 2022's DC film The Batman & Black Adam are good in their unique ways also The Rock fits the Role perfectly A New Era Of DCEU Movies.Great Score By Lorne Balfe(Mission: Impossible-Fallout), Cinematography by Lawrence Sher(Joker) , and Direction By Jaume Collet-Serra(Jungle Cruise) A New Era Of DCEU Movies 7/10.","
            1/10
            "
"mereniawright","17 November 2022","I have no idea how this was so bad. From the start the CGI and terrible kid voice over made me want to turn it off. The kid acting was unfortunately so bad, it sounds like he was reading script from flashcards and his character is really annoying. Why do they have to do that with kid characters, making them talk non stop, quipping every second, reckless, a liability every step, getting ppl killed, laughing and smiling as ppl are killed, showing no normal reaction to something crazy and scary!?? Why can't these movies make normal human characters.Jokes were childlike and not smooth at all. CGI was too much. No explanation on who the characters really are and why we should care at all. Uhhhhhhhggghh I'm literally writing this review as I'm watching because I'm so bored.","
            5/10
            "
"ruelshepperd","22 October 2022","The efforts of the DCEU have ranged from great to downright terrible. For every Wonder Woman we get a Justice League and so on. This inconsistency in tone, style and quality has left the DCEU aimless in its path. Black Adam seeks to send the DCEU in a new direction. Does it succeed... No, but it's fine if you turn your brain off.This movie feels like action sequence after action sequence, some of them serviceable, the rest being CGI messes. This movie never stops to take a breath or build character. It is non-stop action leaving you with little care for the characters. There is no real plot to speak of and what there is hangs on a cliched Mcguffin. This film is as simple and brain dead as they come but it is at least entertaining.The characters are all forgettable. Dwayne Johnson broods his way through the film as Black Adam. His character is sort of a fish out of water with some moral greyness and by the end he becomes a better person but otherwise he does not emote or have any true emotional depth that makes me connect with him. The only character who is remotely memorable is Dr Fate played by Pierce Brosnan. He gives a solid performance and there is a cool idea with him being able to see the future and trying to prevent others dying if it means sacrificing himself. Otherwise, the rest of the characters are basic and one note and the antagonist is possibly one of the worst in any superhero film.Overall, Black Adam does offer non-stop mindless action though that action varies heavily in quality and is lacking any form of pretentiousness and heavy-handed messages but it's characters and plot are almost non-existent and it's not a film that will stick with you once you've seen it. It will fly out of your mind faster than Black Adam himself.","
            6/10
            "
"breneff","19 October 2022","I'm not gonna lie, I never understood why we needed a Black Adam movie. He's an antihero who used to be a Shazam villain. It would make more sense to have him be a villain in the Shazam sequel and then set up his individual film. I don't know why we are trying to have him be the new face of DC. It's also strange that the actor Dwayne Johnson is so obsessed with him being more powerful than Superman. It's cool that the Rock is passionate about this character but after what I just saw it's almost if the only reason why he was passionate about it is because of how powerful and edgy he is in the fact that he's better than everyone else. Also... Black Adam supposed to be Egyptian. The rock is not Egyptian, he doesn't even have Egyptian accent or is even able to speak Egyptian. It bothers me so much and nobody talks about it. They barely care about his backstory at all or his personality. In fact I would say he has zero personality in this movie because all he is is stoic, boring, and power-hungry. I love the rock and the majority of his films but this does kind of feel like a power fantasy he wrote especially due to the fact the guy during the movie barely takes a beating and just rails through all of his adversaries consistently. It's kind of hard to get invested into a character that is basically invincible. Superman is interesting because he has weaknesses and other people that are stronger than him. He's also a humble person and he has a lot going for him personality wise because of his upbringing. There's nothing here other than ""I'm not a hero, and I kill, and I'm super powerful, and nobody can beat me"". That's it that's the entire motive of this guy. It is cool to see a brooding ultraviolent superhero who kills without mercy. But you need to give the character inner turmoil and something to like about him in order for people to really care about him. Then the movie gets into the justice society which is where the movie starts to go downhill even more. These are characters that have never been introduced before and the film seems to care more about powers than it does about the characters origins. Which in all honesty is kind of the main theme of the movie. It just cares about powers. It doesn't care about anything else. Very disappointed.","
            8/10
            "
"Vises","22 October 2022","As far as superhero movies go, Black Adam was certainly above average.First of all, great casting... every single main character was likable and believable, especially given the mythical and magical context of the film.Sarah Shahi, Pierce Brosnan and Viola Davis add serious weight and grounding as well.The Rock was definitely made for the title role but his American accent threw me most of the time. Adding some ethnic flavor to his accent would've paid off mightily.Carrying echoes of Snyder but with the treatments and levity of the Wonder Woman and Aquaman entries to the DCEU, Black Adam hits the right notes and solidifies that the DCEU is alive and well.Unless you've been living under a rock, make sure to stick around for the post-credit scene.Solid 8/10.","
            6/10
            "
"Johnny-the-Film-Sentinel-2187","25 October 2022","Black Adam is a superhero movie's superhero movie: and it seems like critics and audiences (even though they're both one and the same most of the time) are becoming evermore divided on what one group thinks about the productions in question. Yes the film's cliched, yes the characters don't exactly have depth to them through most of the movie, yes the CGI evokes Star-Wars-Prequel-Trilogy-Ragdoll-Physics or 2000s-Ragdoll-Physics, but Dwayne Johnson is such an entertainingly stoic action-man that it's like he's playing an unironic parody of action movies that it just goes with the flow of its own self-aware sense of Hollywood-isms.Black Adam is an origin story, a team-up movie, a villain showcase, and somewhat confused in its fan-service like the LITERAL POSTERS of the Wonder Woman movie, Batman-comic-accurate-artwork, Superman merchandise, Injustice toys (from the video games), and the Suicide-Squad-style intro to our supporting characters makes you wonder... is DC Films self-aware of its success AND shortcomings in the past, and is just throwing everything into a blender with these shared-universe movies? If so: interesting choice. It doesn't work for 'serious cinema' necessarily, but it's a nice approach that can certainly be refined. Just... have the fourth-wall-breaking-fan-service make sense in the story; please?Anywho: Black Adam has FINALLY been released after years of false-starts, Tweets, and studio-reshuffling to make even seasoned studio executives perplexed, and 2022 has Black Adam... breaking away from Shazam entirely. The two were originally gonna be in the Shazam! Movie. Makes you wonder if it should've stayed that way? At least they're finally in cinema: and now they can breathe in sequels I suppose.This movie may not be what some of the fans are expecting, but the fan-service on display does work (when it makes sense) and the action can be a sight to behold, and the leading man himself knows how to rock the spandex look absolutely. The screenplay is a confused mess scared of the antihero theme making 'The Rock' look like a villain; so they sprinkle conflicted protagonist and boom, Black Adam's now a superhero. 3/5 stars.For all that doesn't work in the film, the stuff that does keeps it from becoming downright tedious thankfully. When it's action-heavy it's action-heavy. With the fan service it's going all the way when it can. Just don't expect the story to break your minds or something. It's fairly straightforward stuff: and maybe that's what is bothering the critics.","
            6/10
            "
"SnoopyStyle","18 November 2022","It's 2600 BCE in the advanced civilization of Kahndaq. Tyrannical King Ahk-Ton has enslaved the population to mine and build his Crown of Sabbac imbued with dark magical powers. A young slave boy is given the powers of Shazam by the Council of Wizards and he defeated the King. In the present day, Kahndaq is under the control of foreigners out to exploit its resources. Adrianna Tomaz (Sarah Shahi) works to liberate the country. She finds the crown and unleashes Black Adam (Dwayne Johnson). Amanda Waller declares him a threat and sends the Justice Society. Hawkman (Aldis Hodge), Dr. Fate (Pierce Brosnan), Atom Smasher (Noah Centineo) and Cyclone (Quintessa Swindell) are the members.It must have been a big celebration when Dwayne declared that he wanted to play Black Adam. When a big box office draw wants to lead your franchise, you don't say no. It doesn't mean that he fits the role. The Rock is not Black Adam. The role needs someone darker filled with regret and vengeance. Dwayne may be able to stretch his acting range. He is unable here. The role seems to deaden his natural effervescent personality. He loses his onscreen charms. He can play the role, but there are other actors who could do it better. No matter who, the character still needs more development. The opening flashback story could be expanded. That would punctuate the shock later in the movie. Instead, a lot of story gets crushed under the overstuff CGI action and squeezing so many superheroes into this movie. It should be a Black Adam origin story and only his story. Despite all of this, I am still rooting for The Rock and his work in the DC universe.","
            1/10
            "
"anoran108","18 December 2022","Not much to say except that there was no plot, no likeable characters and it should been edited down by 1/2 hour. Dwayne Johnson is usually likeable and believable in whatever project he chooses but this film was a major dud. We watched it streaming and so glad we didn't shell out the ducats to watch this. Basically, it was like watching a long video game with explosions and over-the-top, non-stop violence. How did Pierce Brosnan get roped into this project? He looked embarrassingly out of place. The teenage kid super heros were 2 dimensional. It was one long, disappointing film and we stopped watching after 20 minutes.","
            2/10
            "
"wiseman513","21 October 2022","Completely devoid of creativity!!! It's like all the clichés of the world were crammed into one movie.... A horrible one.Seriously.. It seems as though they've borrowed every scene from a different movie.Too complicated for kids, too long and boring for teenagers, and too silly for adults, who was it made for????One piece of advice: Avoid it. Save your time and money. It's just not worth it. At all!Another epic failure by Hollywood. They just don't know how to make movies anymore....Overall rating 2 stars out of 10.I wasn't expecting a 9, but also. Not a 2. And I'm being very generous here....","
            3/10
            "
"A_Different_Drummer","6 November 2022","Cringe worthy. To review this film is to contemplate the really great film that could have been made for the same budget, perhaps in an alternate universe. Just about everyone in this production is miscast, most especially Johnson who now in his 50s could consider this franchise a retirement program. The script is an abomination, none of the jokes work, and the fact that most of the humor is based on killing people (or not) only deepens the cringe. It does however accomplish one impossible thing -- it makes most of the recent and experimental TV shows from the competing MCU look absolutely brilliant in comparison. ((Designated ""IMDb Top Reviewer."" Please check out my list ""167+ Nearly-Perfect Movies (with the occasional Anime or TV miniseries) you can/should see again and again (1932 to the present))","
            5/10
            "
"eddie_baggins","3 November 2022","For a while here there's a sense that DC, on one of its few and far between occasions, has managed to deliver a feature film product worthy of its source material (and extensive budgets) with director Jaume Collet-Serra managing to start Black Adam in a fun and exciting fashion that seems to suggest audience goers were going to be treated to something a little unexpected, something just slightly amended from the usual playbook of initial superhero adventures but then all hope and excitement is extinguished by a teenage boy and his ever-present skateboard.More on that later.A much-hyped production that its leading man has been championing for the better part of the last few years, Black Adam presents DC with one of its greatest chances yet to bring one of its more complicated creations to screen and while his natural charisma (that you either love or hate) is mainly squashed in a role that brings to mind Arnie from Terminator 2, Dwayne Johnson fits the bill to be our anti-hero Teth Adam but despite some impressively staged early action scenes and a narrative that doesn't always play to the rules set out for large blockbuster origin stories such as this, Black Adam is unable to keep the foot on the gas as some questionable narrative decisions and character inclusions halt much of the films progress in being a silly but fun popcorn munching ride.There are times here when you forget you're watching a Black Adam film with Bodhi Sabongui and Sarah Shahi's Kahndaq natives Adrianna and Amon Tomaz joining Adam's journey as he awakens from a 5000 year slumber to all of a sudden be battling unknown forces and Aldis Hodge's Hawkman led Justice Society, with these two characters playing large roles in proceedings to an extent they become a genuine annoyance and by the time Amon is rallying local citizens in one of the most cringe-worthy battle cries committed to celluloid before leading a charge on his beloved skateboard you know that Black Adam has failed to hit the mark.These glaringly non-important characters and plot diversions do in some ways mask other problems that become more apparent as Black Adam's runtime wears on with Collet-Serra's insistence on including either a blasting musical score or Spotify 101 pump up songs in all of his abundant slow-mo action scenes or a collection of underdeveloped characters that includes the films main villain and Justice Society members Atom Smasher and Cyclone other reasons why the film fails to go on with its various moments of promise, with one almost wishing we were allowed more time to get to know Adam or even Pierce Brosnan's Dr. Fate/Kent Nelson, who steals many of the films best scenes with one hoping the veteran screen actor gets a chance to shine in a solo outing in the near future.To be fair to all involved, Black Adam is far from the worst DC movie to come our way but in regards to promise and potential verses the final outcome, this loud, colourful and soulless outing is equivalent to the likes of Man of Steel and Suicide Squad as features that seemed to be set to shine only for poor decisions and weak directive decisions hampering any chance they had of shining on the big stage.Final Say -Not without its moments, Black Adam is hampered by an increasingly painful plot-line and even worse supporting characters that take away from the films early signs that it is looking to do something a little different than the usual origin story run-through.2 1/2 skateboards out of 5.Jordan and Eddie (The Movie Guys)","
            5/10
            "
"Drawmort","16 November 2022","There is probably nothing in this review that hasn't already been said before. The first film to reveal Black Adam to the world is not even close to the expectations nor the level of marketing raised by its producers and protagonist. Usually, excessive paraphernalia is the mask of a bad product and Black Adam confirms it.The whole show staged looks like a superhero movie from the early 2000's. Too much badly applied CGI, too empty a plot, too many catchphrases and heroic poses.The photography is horrible. I hated the lenses chosen for this film. There's only 1 shot where it's justifiable, and it's 1 second long. The visual effects are overdone, the colors are oversaturated, the color filters are a poor imitation of previous movies. This is just an accumulation of scenes that were meant to be spectacular, but don't land well, because it's all so pretentious. Overall, the action, humor, acting, and sound editing are mediocre.Recommendable? Only if you're a turn-of-the-century TV seller looking for a couple of eye-catching images to make your products stand out a bit.2022 closes as one of the worst years for superhero cinema.","
            1/10
            "
"hafsamaan","31 October 2022","Boring. Cliched. Boring. Lame. Boring and also we kept wondering what is this that we are watching.Wanted to leave the theater , still want to.Writing this during the film so that I don't fall asleep.We did leave right before the end. We could not stand it afterall.On a very serious note, it was such a lukewarm attempt at a making the film worthy if any attention. The references were all over. It seemed like the actors themselves were bored. Dialogues were weak. The story was even weaker.A climax never happened and the movie never got better.Nothing came together. Just a water effort. It could have been nice with what they were trying to imply with the occupation forces and the white savior complex but sadly very sad attempt.","
            10/10
            "
