"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Offworld_Colony","18 February 2020","+ Gary Shandling. WTF.
+ Sam Rockwell. Literally never bad. Here he is rocking a fake tan.
+ Beat touching briefly on the change of actor for James Rhodes is funny.
+ Action at the Monaco racetrack, although convoluted, is a nice concept and visuals for an action sequence.
+ Iron Man in a massive doughnut with his helmet off eating a doughnut hungover is a cool image.
+ Iron Man suit-case.
+ Mickey Rourke gives us his best, he seems like he gives a damn even if the character sells him short.
+ As implausible as it is when Tony is creating a new element, I mean at least he's doing some science.
+ Scarlett Johanson is saucy as heck.
+ Justin hammer running weapons demo for war machine is silly but hilarious, his 'ex-wife' speech is phenomenal (If it was any smarter it would write a book)!
+ Really cool hud and creative future minority report computer stuff.
+ Hammer drones do look wicked.
+ Fight in the Japanese garden is pretty neat, a little videogame co-op level.Shies away from Demon in a Bottle storyline with some sort of blood toxicity hogwash.If IM1 was a rock concert then IM2 is a rock opera: Theatrical and faux, stuffed to the gills, garish and blowing its budget on nonsense.Don Cheadle's a little annoying here.Upping Tony's bellend factor doesn't make him funnier, just more grating and possibly completely dated and wrong for this new era.It's a little too mumblecorey, the script is a little rambly and even RDJ is more irritable than he is charming. It's not as tight and structured as IM1. Very little important or memorable or even quotable dialogue.Shoehorned world building.Ugly and without a uniform colour scheme or look, the sets and frames are filled with off colours and other incongruities for no good reason.Drunken suit fight during a party where Iron Man DJs then hits Don Cheadle with a barbell to Another One Bites the Dust. Such crass motivation to start War Machine. The entire sequence makes the suits look small, weak, stupid and fallible. Looks incredible plasticky and fake.Music is some awful Danny Elfman plinky plonky Spider-Man nonsense.Stan Lee cameo review: Old Man confused as Larry King: 5/5. Another belter. I mean he does look like Larry King, it's another confusion gag but Lee's face is not only priceless but it might actually be the only good piece of acting he's ever done.End credits review: 2/5: I remember thinking WTF is this? And then getting on to some serious youtubing. It's teeny tiny but effective. A start to the teasers rather than full scenes. Generic lines plus a thunder clap: Didn't really do it for me.","
            8/10
            "
"Saudade777","9 May 2010","I don't normally write reviews, but I had to after seeing some of the Critic reviews. I am a huge, huge comic book fan. Have been since I was 7. Iron Man caught me off guard. I was always loved the 'Avengers' (Marvel comics always beat DC in my world), but Iron Man was never one of my favourite characters, but the first movie was right up there with Batman Begins, Spiderman 2, and X-Men 2. For me Iron Man 2 is in that league. This movie was funny, tons of action, great characters, wonderful ideas with subtle touches. I'm not going into the plot or give spoilers.All I want to say is this movie was darn fun and a great summer movie.Please trust me on this one.","
            8/10
            "
"Troy_Campbell","30 April 2010","Sequels are the most difficult movies to get right. Fickle audiences are anticipating more of what they loved in the first flick, but don't want it to become repetitive. On the flipside they also expect it to be fresh and innovative without it feeling like an altogether dissimilar movie from the original. Trying to find that balance is an extremely tricky thing and most don't succeed. Where does IM2 fit in? It's not in the higher echelon of action sequels alongside The Dark Knight or X2, which bettered their predecessors, but it's definitely not far off and that's no easy feat.Justin Theroux's screenplay is crammed with a plethora of plot strands and for the most part – minus a partially neglected Tony / Pepper subplot here and a wasted opportunity with Vanko there – he manages to juggle them quite effectively. The biting social commentary from the initial film is back in addition to the trademark casual humour not seen in other comic book adaptations, however Theroux has expanded the Iron Man franchise with a slightly more light-hearted approach, undoubtedly due to the burgeoning Marvel movie-universe that is currently being formed. Subsequently there's a much stronger focus on the collective Marvel effort to come in the future, thanks to a larger part for Nick Fury (Jackson) and a couple of teasing moments (make sure you stay until the end of the credits) that hint at other characters looming nearby.Returning in the director's seat is the ever-surprising Jon Favreau, once again helming with confidence and flair. His handle on the action set-pieces increasingly gets better, despite a vaguely underwhelming climactic showdown, with the clash at Monaco's F1 Grand Prix and ruckus at Tony's Malibu mansion the highlights. The special effects team greatly aid Favreau as the CGI is practically faultless; the diverse machinery on show is photo-realistic ensuring the fight and flight sequences look amazing. Sans computer effects, a lithe Johansson rumbling with a handful of Hammer's henchmen will have you in awe, not just because of the outfit worn by Johansson but due to the excellent fight choreography and the fact that most of the stunts were performed by the actress herself.Portraying our uniquely cavalier protagonist, Downey Jr exudes charisma and style yet again. His cocky, eccentric exterior becomes a tad monotonous but never reaches a level that decreases his likability. Unexpectedly the cast member that challenges Downey Jr to best on screen is the equally peculiar and compelling Sam Rockwell. He makes what could have been a smarmy, one-dimensional villain into a humorous and engaging tyrant who even manages to outdo Tony in the comedy stakes. Elsewhere Rourke makes for a suitable tattooed Ruskie, Paltrow and Johannson offer sweet and sexy respectively and Cheadle fills the boots left by Terrence Howard gratifyingly. Kudos to Cheadle and the filmmakers for making the 'new' Rhodey's entrance a memorably quick-witted in-joke too; they swiftly dispel the audiences concern of having a different actor in the role.A rousing follow-up that very nearly matches the brilliant first instalment and will leave you keen for more Iron Man, whether in his own movie or not.4 out of 5 (1 - Rubbish, 2 - Ordinary, 3 - Good, 4 - Excellent, 5 - Classic)","
            8/10
            "
"wibiyana","14 May 2010","I watched IRONMAN2 about two days ago, and I kind of loved it =D, better than the first one, because here Tony Stark went crazier and more unstoppable hahah. Well,, I think here, Robert Downey Jr. didn't act at all, I meant he's definitely Tony Stark, Tony Stark is him! so, no wonder if his performance is really that cool =P, CZ its not about plays somebody Else's character but your own character, just as easy as you to be yourself, although I know that sometimes its kinda difficult to be yourself. But here I am saying that Tony Stark or Ironman is definitely Downey Jr., the genius and crazy, sexy guy hahahah. OK, its enough time to screw around, actually for me, they brought us a new, different paradigm, both Favreau and Downey, different one of a superhero in a witty way of funny and sometimes unpredictable story, and it'll makes you just like ""oh my, cant wait for the next sequel"" or ""damn, he's cool as hell, I love Ironman, I love Tony Stark!"".hmhh..., I liked the Tony's experiment room mostly, man, I absolutely down on my jaws about three meters to the edge of the white screen on the theater 3, when I was watching this movie. often enough I, imagining myself doing something on that room, designing, filming...(if only the room exist) lol. Not just it, I was like WOW by Scarlett, the melodramatic actress acted surprisingly awesome as a secret agent, she even did some action maneuvers, hahaha, pretty magnificent, good job scar-jo! and the Ironman's enemy, Ivan vanko, has a good acting as a god damn terrible freaky smart and ambitious, Russian ...umh,well, can I say ""scientist!?"" and guys, I love his Russian accent, simply stunning =)the one really makes this movie lame, is the kissing scene (tony and pepper) ugh, they should throw away that scene, moreover it was in the almost ending of this movie, oh my..., it was almost destroy the whole this beautifully funny movie, I hate pepper, Paltrow kinda overacting I think..., just easy mom -__-"", she should be replaced by Cate Winslett or Julia Roberts, I think they would be more suit with Stark hehehehe...But overall, I love and enjoy this movie, the actor (Downey), the actress (scar-jo) and the music, especially when tony and Rhodes changed the party hall on Tony's house into a battlefield! will be good to see this even as trilogy or tetra-logy, penta-logy maybe *grin*","
            10/10
            "
"keithdawkins","30 April 2010","This film is exactly as you would expect a large budget Marvel film to be, big names, big effects and big fun. You'll leave wanting to don the suit and save the world. Good performance from Mickey Rourke again, he is making the silent type baddie a niche all of his own.The special effects are great, reminiscent of Minority Report in places but version 2.0! Eye candy and some kick ass moves provided by Scarlett Johannsen, some excellent one liners from all the cast, explosions a plenty, far out James Bond gadgetry and the introduction of Mr cool himself, Samuel L Jackson as Nick Fury, all add up to a fun night out.If you want to ""pick holes"", go ahead you'll have a field day, however if you want a good night out go and see the movie, you wont be disappointed.","
            1/10
            "
"The_Daemon","10 May 2010","A delightful banter heavy super-hero film in which the emphasis of the film is clearly put on the character of the film and less so on the super-heroic exploits and trials that comic-based films generally focus upon. The diminished focus on action pieces might threaten to bog the picture down but the character interactions and their barbed-filled vocal exchanges keep the film moving along at a clean pace until the inevitable CG heavy battle scenes.Not that there is a lack of money spent in terms of CG wizardry on the screen. But instead of merely focusing their efforts on the suit battles, the film is littered with highly detailed sets and the constant use of extremely high-tech holographic touch sensitive technology is all pervasive. Not to diminish the skirmishes involving the Iron Man suit though as they are fun to watch, very smoothly executed and very aesthetically pleasing especially Micky Rourke's frankensteined creation clashing with Tony Stark's ultra-slick technology.The plot itself treads no particular new ground although it does attempt to through in a great many sub-plots and personal dilemmas for the ample cast of characters to deal with. The problem with most of these dilemmas is that they generate very little serious drama as they are mainly dealt with in either a succinct manner or are treated in a rather glib fashion and things just sort of seem to work themselves out almost accidentally due to the increased amount of events and characters involved basically just diluting the situation to the point that it almost seems an afterthought when it is reconciled. This casual dismissive tone carries over to the antagonists as the film spreads itself out a little too thin to the point that what should have been powerful character conflicts involving the major characters just seem like minor scuffles.There is also the odd sort of underlying theme of a stereo-typical conservative American approach to the way in which the film idolizes weaponry and pushes the agenda that America possessing the most powerful weapon in the world would undoubtedly result in an increase in world peace. Then there's also the extra step the film takes that Americans apparently feel more comfortable in having a shallow, fun-loving, but seemingly trust worthy private individual in possession of the most powerful weapon in the world but not their own government.Is the writer trying to make a statement about the current mental state of American with the increase in paranoia and private militias or is it just more poorly thought out Hollywood worship of the Dirty Harry one man army character doing things we are afraid to take responsibility for? The film makes an attempt to explore the folly of this approach by the sudden attack of Ivan Vanko utilizing similar technology that supposedly was beyond the reach of the rest of the world as promised by Stark. This is then further compounded by a frustrated military friend being able to utilize one of the suits which seems improbable considering the vast amount of hack proof machinery that Stark regularly employs. But like with most issues in Iron Man these are just brushed aside or ignored in the face of an impending threat and we are left wondering what became of all that anyways? But despite all these faults I found the film infectiously enjoyable. Despite the fact that many characters aren't utilized to their fullest, they are immediately compelling and a joy to watch when they are on the screen. Micky Roarke is incredibly fun to watch as he is both a brutal thug and a introverted technology wizard who is only truly friendly to his father and his bird. Tony's relationship with his ambiguously defined girlfriend Pepper Potts is very engaging and their constant over-lapping dialogue exchanges were genuinely funny and wholly natural. Of course most of this has to do with Robert Downey Jr.'s great acting abilities and he really elevates the quality of the movie with his level of skill.Despite the intensely glib tone of the movie I found the whole thing very enjoyable. There's nothing new here to be sure, but the abilities of everyone involved elevate the movie as a whole into a very satisfying experience.","
            6/10
            "
"JWick23","28 March 2021","Iron Man 2 has some similiar elements and plot devices to it predecessor. It isn't too drastically changed or amplified to its prequel and that's what I like about it.Solid story with some minor flaws. The beginning and ending were good but the middle was a bit slow and unnecessary. The characters were decent. The antagonist was a good villian and Tony has developed nicely so far. With good music and visuals and with good writing and directing it is definitely worth your time.Overall a semi enjoyable film.Memorable: No Rewatchable: Quiet unlikely..","
            8/10
            "
"kdnor2011","18 January 2011","I know I will get a lot of hate for this, but I actually liked this movie more than the first. Now I'm not saying that this film is better than the first, I guess in terms of writing, this is the worst film. However, I had more fun watching this movie. To me, this was the more fun of the two.Now it isn't a perfect film by any means. Pepper Potts wasn't great in the first film, but in this film she seems to have two modes. She's either annoying, or she is a complete idiot. I'm sorry, but if a droid ten feet away from me begins beeping and blinking red, I won't just stand there and look at it, I'm running away as fast as I can. Also, like the first film, there is way more talking then action, in fact there's even less action in this film.However that brings me into the good stuff. While this film has more talking than action, I actually liked the talking. Robert Downey Jr. was hilarious, he always had me smiling. And because of this, despite Stark still being a douche, I liked him a lot more. The film is just full of witty banter. So I liked when there was action and when there wasn't action. And once again my favorite character was Rhodey, once again reminding me of myself. Scarlett Johansen was hot. The two villains made the perfect antagonist. Ivan was intimidating, and Hammer was funny. And I liked the story. It's basically part Iron Man movie, part trailer for the Avengers, and for me it worked.I can't really see why this film was hated by so many people. Sure it has good reviews, and most people seem to like it. But of all the Avengers movies, this one seems to get the most hate. I really enjoyed this movie, it isn't perfect, and the first film is probably a better film, but I enjoyed this movie more.","
            9/10
            "
"phd_travel","23 October 2010","Much preferred the first Iron Man. The parts between the action sequences are incredibly dull. None of the characters is really that interesting.I think the story is just way off. There is no onward thrust in the story.The dialog is obscure to say the least when you can understand what they are saying. And what is Stark's problem. The story expects you to understand too much from little hints.Robert Downey Jr needs to speak more slowly and articulate each word.Mickey Rourke is just so bizarre looking.Gwyneth is older looking - her face is drawn but still has a stunning figure.Scarlett is alluring with her dark hair and her action sequence near the end is quite good. But her role is a bit puzzling.Just forget it - its a waste of time. Even the fighting between the silly looking Iron Men is so lame.","
            9/10
            "
"gradyharp","9 October 2010","IRON MAN II. May he rest in peace. As with so many of these Marvel Comics scripts there are so many add-on characters to disrupt the meager storyline that it seems like the studio tapped everyone who walked by the filming, gave them a few lines and a wow costume and said 'come one in.' Rating an obvious millions of dollars production such as this is duplicitous: CGI 5, acting 3, story 1. But if noise, mayhem, and electrical fires are pleasing to you, then by all means jump aboard this colorful film. Robert Downey, Jr. is a fine actor so he puts as much as he can into the lines allotted him to read. Mickey Rourke is the bad guy with even more tattoos and longer hair than the Wrestler, and with a Russian accent to boot. Don Cheadle plays Don Cheadle, and Sam Rockwell needs a shave as a supposed wily bad guy executive. Samuel L. Jackson attempts to lend some dignity. Gwyneth Paltrow seems to be asking why she bothered until Scarlett Johansson jumps on board to give the film some much need punch. It's good guy versus bad guy - with drones create by Rourke's disenchanted character that attempt unsuccessfully to turn the tide. What's missing is some of Robert Downey, Jr.'s comedic banter and the brakes put on the destruction of the Stark Expo concept. Definitely a film for those who like this sort of high volume comic book outing.Grady Harp","
            8/10
            "
"guskeller","28 April 2022","Iron Man 2 is overstuffed, pulling in superfluous directions. It introduces Black Widow (and expands on SHIELD), War Machine, two villains, Stark's degrading health, his father issues, and expands on his complicated relationship with Potts. Had these plotlines been in separate movies, they could've had proper development. Instead, nothing intertwines and the movie is messy. Furthermore, Stark's character doesn't arc. He solves problems, but doesn't grow. In fact, he finishes the movie by mocking his doubters (even though they were right about his technology being a public safety threat). Ultimately, Iron Man 2 only feigns drama around merchandising and action.Technically, Iron Man 2 is a downgrade. Rock music is more sparse, imagery is less dramatic, editing is basic, sound lacks symbolism, and the tone is muddled. The first action sequence is appealing, but the climactic battle is uninspired. Meanwhile, the cast adds several big names, but there's less emotional range for them to explore. Previously, Downey was able to show vulnerabilities that are noticeably missing here. Overall, Iron Man 2 is more like a collection of parts than a cohesive whole. Its individual ideas are interesting, but it's too cluttered to connect. Iron Man 2 is fine entertainment, but it's also a missed opportunity.Writing: 4/10
Direction: 5/10
Cinematography: 5/10
Acting: 7/10
Editing: 6/10
Sound: 7/10
Score/Soundtrack: 6/10
Production Design: 8/10
Casting: 10/10
Effects: 7/10Overall Score: 6.5/10.","
            7/10
            "
"thesar-2","9 May 2010","Well, I enjoyed the two action sequences in the two plus hours of Iron Man 2.That's an exaggeration, but not by much. It wouldn't be so bad if the plot could sustain the rest and for the most part, it didn't.And that was the biggest problem with Iron Man 2. Along with the poor editing and the excessive character additions, like the original Batman series, the rushed and over bloated storyline really weighed down the movie. Sure, Downey Jr. did his best, and was a real saving grace, but even he had to realize this movie was not up to par.(Spoiler Alert, but needs to be told as it's the majority of the film) Tony Stark (Downey Jr.) is dying due to his heart device, acquired in the first Iron Man, that's poisoning his blood. Oh, sorry. That's plot A. Plot B is about the Government wanting the ""Ironman"" weapon. C involves a secret spy and her not-a-secret boss from another comic book. As for D and E: two revenge-seeking/Stark hating males for alternate reasons. And F is for the conflicted (and replaced actor) friend of Stark. Did I leave any out? Oh, G is for a Walt Disney-like Daddy along with the normal Daddy-Issues. And H is for Giveaways, Charity, Crossovers and a suicidal daredevil.On a personal note, and I'm generally criticized for this – who cares, it's an opinion, I cannot stand Sam Rockwell. Sure Moon was a somewhat good movie, but it wasn't Rockwell that drove that feature. Here, again, he looked out of place and was just plain boring. Like Downey, Jr., he did try, but had an enormously unsuccessful presence. Despite my personal feelings, still, I got what character he was trying to portray, but we've all seen these evil, revenge-minded and jealous corporate guys at least a dozen times before, but with a tremendous amount of believability, pizazz and villainy that Rockwell didn't come close to possessing. Heck, even the unoriginal and obvious villainous character, Obadiah Stane (played by Bridges from the original Iron Man) had the right qualities Rockwell lacked.Though I have a neutral opinion on Rourke, I sincerely felt him miscast in this role and like Rockwell, overshot his ""bad guy role."" It is written that he spent time (visiting, I suppose) a Russian prison and even more time attempting to learn his Russian lines. He even went as far as wanting to do the whole movie in Russian! (Director Favreau thankfully disagreed – he was hard enough to understand when he did speak English.) In probably the worst scene in the movie was their attempt to recreate the Batman/Joker interrogation scene from The Dark Knight. It didn't work as a rip off, nor as a scene on its own. I forgot to mention the not-at-all-funny bird fetish Rourke's character had was his idea. Perhaps he should come back down to earth after his one-time-only great performance in The Wrestler.The rest of the cast was so-so to great. Favreau was funny but his one-man fight seemed so Lethal Weapon 3'ish while Rushman (Johansson) fought off half a dozen or more men. Speaking of Johansson, or her character Rushman, she was great when she kicked butt. Unfortunately those scenes were even fewer than the overall action of the film. Paltrow was so-so and mirrored Vicky Vale (Basinger from Batman) with the number of screams and over-acting/reacting. As previously mentioned Downey Jr. was excellent and kept his scenes going. In fact, for die-hard Downey Jr. fans, this would be a definite recommendation.Overall, the movie felt rushed (and was,) but thankfully due to the always great Downey Jr., the always impressive technology (loved the suitcase,) crossovers (think shield in addition to S.H.I.E.L.D.) and the (good) few and far between action scenes, the movie's worth a viewing. Not on IMAX as I did – I wouldn't go that far. It's more expensive, it's not in 3-D and you get a letterboxed version of it. In fact, it would not be the end of the world to wait for this enormously inferior sequel to his DVD/Bluray.","
            9/10
            "
"zzk2001","8 May 2010","The people giving this a ratting lower then 10 must have not watched the same movie.Sure at times Stark is not Kicking butt But every movie needs time for background stores etc etc, At no point did i find myself saying ""this movie is boring or getting slow"" It was 100% the best movie from Start to end.If you really want to see this movie then see it at the IMAX, Well worth it, And make sure you stay after the credits =) you'll be happy you did.I give this a 12/10 or even more, it really was the best movie of 2010.","
            2/10
            "
"ajs-10","1 May 2010","I very much enjoyed the first film in this series and was hoping for more of the same in the sequel. Fortunately I wasn't too disappointed, it lived up to the first one, maybe not quite as good (sequels seldom are), but a fine effort nonetheless. The setting is New York where Tony Stark, having revealed himself as Iron Man and having brought peace to the world, is holding his Stark Expo, an exhibition of technology from all over the world. An idea originated by his father, Howard.In Russia, Ivan Vanko, brooding after the death of his father, Anton, who had worked with Howard Stark on the early prototype of the power source that now drives Iron Man's suit. He was extradited back to Russia for espionage and made to live in Siberia. Ivan, now seeking revenge works on a suit of his own. Meanwhile back in the USA, Tony Stark has been summoned before a Senate committee who are determined to get him to give them the Iron Man suit for military use. One of the experts called to the hearing is Justin Hammer, one of Stark's former competitors when he made weapons for a living. Bringing his friend, Lt. Col. James 'Rhodey' Rhodes to testify backfires on the committee and Stark wins the day, but things are not over between him and Hammer.Stark now decides to hand control of Stark Industries over to Pepper Potts having discovered his health is at risk from wearing the suit. The papers are drawn up and a woman from the legal department, Natalie Rushman, brings them for signing. She impresses Stark and later becomes Pepper's assistant. Heading to Monaco, Stark decides to compete in a motor race. He is surprised when Ivan Vanko turns up and destroys his car with plasma whips. Fortunately, Pepper is there with his Iron Man suit and he manages to subdue the Russian. Vanko goes to jail but is later sprung by someone who is very interested in his work.Returning home, Stark prepares for his birthday party, but with many things praying on his mind he gets drunk wearing the suit and ends up in a fight with Rhodey. Enter Nick Fury who helps put Stark back on the road to recovery and reveal that someone close to him is a S.H.I.E.L.D. agent. Hammer is due to show the work he has been doing at Stark's Expo and he has a few things he wants to surprise him with. Things are brewing up for a big fight at the end, but I don't want to spoil it for you, I'll just say it's pretty spectacular and Vanko isn't finished with Stark just yet.This is a very well made film with plenty of very well designed and executed special effects. The score is great, but if you put AC/DC, The Clash and Queen in there you're always going to get my vote! The performances were all good, special mentions go to Robert Downey Jr. as Tony Stark, Sam Rockwell as Justin Hammer and Mickey Rourke as Ivan Vanko. Honourable mentions go to Gwyneth Paltrow as Pepper Potts, Don Cheadle as Lt. Col. James 'Rhodey' Rhodes, Scarlett Johansson as Natalie Rushman and Samuel L. Jackson as Nick Fury.I must admit I didn't much care for the character of Tony Stark at first, he is egotistic and narcissistic. As the film went on he did show he does have a human side though. Justin Hammer is equally egotistic which I found made for an interesting dynamic to this good versus evil story. I also had a problem with America being the centre of everything, yet again, it's like the rest of the world doesn't exist! (Apart from Monaco). Although I did find it amusing when Stark is standing in front of a giant US flag projected on a screen with an Australian/British rock band providing the music. But enough of these minor niggles, the film is great fun, not as good as the first one, but as sequels go, it's certainly watchable. Over all, recommended.My score: 7.2/10","
            10/10
            "
"bkoganbing","9 May 2010","Iron Man 2 brings Robert Downey, Jr. back as Tony Stark, billionaire playboy by day and Iron Man superhero by night. The film does something unusual for a superhero movie, the mask is stripped away and Iron Man's identity is confessed to and revealed. Now everybody wants a piece of Tony Stark.Starting with the Senate Armed Services Committee headed by Garry Shandling has him subpoenaed and ordered to turn over the technology that created Iron Man. As survival was the first goal of the creation that seems like not a good solution to Downey. Rival defense conglomerate head Sam Rockwell also wants in on the technology.In a plot that was lifted from the cult Fifties science fiction classic Red Planet Mars, Rockwell makes a deal with Russian Mickey Rourke to get the technology. Rourke's father apparently was working along the same lines as Downey's father and he feels the Iron Man concept was stolen by him. He and Rockwell make a Faustian bargain.In the meantime Downey just wants to get away from it all and even turns his company over to best girl pal Gwyneth Paltrow. Gwyneth who seems to be all legs in this film is really up in it trying to deal with business and Downey at the same time. Another woman who has some mean limbs herself is security expert Scarlett Johanssen who leaves a trail of broken males strewn in her path when she's on a mission.Of course the special effects are what the movie-going public is paying to see and I note that there is an IMAX version of Iron Man 2 out there which only seems right. If I can I should try to see it in that media.If I had a favorite in the cast I would say it was Rockwell. His rivalry with Downey is something to behold. I do love the way these two market their defense wares for the government. It was like they left the promotion to Vince McMahon. Is this the way of the future?Folks who love the superhero genre will love Iron Man 2. The rest of us are somewhat amused.","
            10/10
            "
"ringfire211","17 May 2010","Saw IRON MAN 2 over the weekend and thought it was merely okay. Doesn't come close to the original. And I wasn't exactly going crazy about the original one either. The best part was without a doubt the Monaco race track scene where Whiplash makes his entrance. That scene was, in one word, AMAZING!! Probably the greatest entrance of a villain in any superhero movie that I've seen. And the action that follows was equally brilliant! Unfortunately everything else ranged from merely okay to downright baaaad. Tony sitting in a donut was downright cringe-worthy as was Sam Jackson's lame line about exiting the donut. Hardy-harr-harr.. who the heck came up with that one? And the scene where Tony gets drunk and rowdy at the party immediately reminded me of the scene where Peter Parker does the same thing in SPIDER-MAN 3. Yuck!! And I agree with Roger Ebert - the finale was both overwhelming and underwhelming! Overwhelming because of all those hundreds of drones flying around blasting Iron Man with all the firepower they can muster. How the city stayed intact with all those huge fireballs left and right is beyond me. Much less how lucky can one Iron Man get against a slew of such machines. Even by comic-books standards this is really pushing it. But then we get to the showdown we've been waiting for - Iron Man vs. Whiplash! How long does that last? Oh a few measly seconds. Are you kidding me?! How can you create a climax which isn't even 1/4 as great as the racetrack scene. I wish they scrapped all those drones and gave us a proper ending with Iron Man vs. Whiplash. I mean this ending makes the ending in the original one (Iron Man vs. Iron Monger) look like a masterpiece in comparison. And I actually considered THAT one pretty underwhelming - there's just not too much excitement seeing two metal suits clanging against each other.So yeah I thought this one was a considerable drop-off from the first one. The actors were all good (though I still prefer the acting in the first one) and the racetrack scene was superior to anything in the first film but outside of that the story is really uninteresting and bland. And the ending, as I said, was both overwhelming and underwhelming.","
            7/10
            "
"rockyroberts999","22 May 2010","OK....so let me just start by saying, Iron Man 2 is AMAZING!! It's so good, it made me go unconscious for a little while....well almost. I read so many terrible reviews, so I walked in the theater a little skeptical. What I got was incredible though! It was everything I hoped for and nothing I was worried about it. ""Too many AC/DC songs"" and ""too much Burger King"" were 2 things I kept reading about, so I was kept thinking that it was going to be like a cheesy 2 hour music video/Super Bowl commercial. There were 2 AC/DC songs, which were only 30 second clips and fit the scenes they were in, plus I mean, directors like certain bands; just like Scorsese loves the Rolling Stones and puts tons of their tracks in his stuff, apparently Favreau likes AC/DC. Honestly, I didn't see Burger King anywhere in this movie and I can usually spot product placement instantly because it drives me crazy. It was great though is the bottom line. Even the change to Don Cheadle was fine and I loved first line of, ""I'm here, it's me, get over it,"" which obviously had a double-meaning. I loved all of it. Even Scarlett Johansson was good in it. She didn't have very many lines, so her inability to act well wasn't even noticeable, and she was a bad ass with bad ass fight scenes.I dug it, you'll dig it, go see it.","
            4/10
            "
"pcongleton-1","20 May 2010","The first Iron Man film seemed more like an action film with a guy in an Iron Man suit than anything else. This film actually felt more like an Iron Man movie and it was a more enjoyable experience. All the usual, excellent cast members, made their appearances. Robert Downey JR. and Gwyneth Paltrow are the returning champs while Sam Rockwell, Mickey Rourke and Garry Shandling come along for this one. Finally, Scarlett Johansson finds an action role fit for her and it should carry her into Marvel History as the Black Widow/Natasha Romanoff in future film endeavors – I hope. After seeing her in ""The Spirit"" (2008), I was a little worried. Samuel L. Jackson continues his outstanding portrayal of Nick Fury. However, there is a casualty. They still haven't found the right guy for Lt. Col. James 'Rhodey' Rhodes. In the last film it was Terrence Howard, who looked the part, but I thought wasn't able to sell it well enough. In fact I laughed at him way too much. This time it hurts, because I like Don Cheadle, but not here. The search continues. The SPFX totally do the job right. There is an excellent introduction in the beginning of the film of our hero to the blaring tunes of AC/DC, that is totally believable and quite exciting. Many of the fight scenes truly give us the feeling that we are seeing a comic-book come to life. What is good about this film is, if you do not know much about Iron Man that does not matter. Anybody will enjoy this one and can follow along with the story. Mickey Rourke adds a nicely acted dimension as the bad guy that Tony Stark's Iron Man has to face. I rather enjoyed this film after having a bad taste in my mouth after watching the first one.","
            8/10
            "
"virindra","8 August 2012","I like the Iron Man movies. The special effects are great, story is interesting and surprising. Acting is good. After seeing Iron man 1 I thought, what can they do different in Iron man 2, but it really worked out great.After seen so many superhero movies, it is known that it's hard to make a good third movie (see the original spider man movies). It is hard to top the first two. Now they are going to make Iron Man 3. I have seen the cast list on IMDb and I'n eager to see the movie. Ben Kingsley, Guy Pearce, William Sadler. I am not going to mention the whole cast list, but what bothered me is why Anthony Michael Hall is not listed. It would be great to see him again with Robert Downey Jr. in a movie.","
            8/10
            "
"MAYESY-44","9 June 2020","Another really good movie, hard not to compare it to the first and in my opinion it is not as good as the first. Still really good though and good introduction of new characters and the good continuation of the ongoing story.","
            5/10
            "
"ser-packan","11 May 2010","Great sequel to a great movie. Before i watched this i have read a lot of negative or mixed reviews and had been worrying a little, but now i'm glad it appeared to be much better than it had been described.This sequel is more ""depressive"" and less funny than the first one but it has a more mature look to it. The story develops well and Mickey shows some heavy acting: less words, more action and thinking.Robert Downey falls in the first half of this sequel but gets up after an amazing discovery. His female partners as always charming and play their respective roles but nothing more.All in all it was a great experience and now i want to see the third part.","
            8/10
            "
"NightmareOnElmStreetFan","6 July 2019","I love the first Iron Man I like Iron Man 2 It is a big step down from the first movie, seen it for the first time I try to understand the movie what they try to do with this film. The acting, the tone everything in this movie fall flat, but it is decent at least is not boring or stupid like Ant-Man and the Wasp (2018) that movie sucks so much!!! It is a damn good action MCU movie I am taking ""Iron Man 2"" over the new MARVEL films anytime . It is part of my life so Iron Man 2 is a decent okay action film at best. They are worst MARVEL films I totally hate than the second entry in ""Iron Man"" trilogy. Iron Man 2 I will still watch it. Iron Man 2 is good/bad mixed film and an okay at best.The action sequences are good specially the fights on a race track with Whiplash and Iron Man I like that. Samuel L. Jackson is perfect as Nick Fury I wish his character would have more much to do, but the screen writer did not let his character more to do except giving Tony Stark advices. I liked that Tony Stark tried to fix the things he broke it and he tried to make sure with the new element that he structured in his arc reactor and ends his palladium so that he want die. Scarlett Johansson as Natalie Rushman / Natasha Romanoff was her first gig and she was okay I liked her. But acrobatic stunts Johansson's stuntwoman for the fights in which Black Widow fights off Hammer's bodyguards were all fake and not realistic.AC/DC return for this film with three soundtracks: Thunderstruck, Shoot to Thrill and Highway to Hell I like those songs for the movie. So yes AC/DC is one of the reasons why I don't consider Iron Man 2 as the worst MCU movie ever. Listen to this soundtracks and you will enjoy your self. The opening scene in which Iron Man jumps off the plane and you hear that song I like very much. I mean Robert Downey Jr. didn't do a terrible performance as Tony Stark/Iron Man but his character in this movie was a disaster. Paul Bettany's voice as JARVIS is till good and like able to the film.The rest of the film is a completely disaster they make Iron Man in to total joke in this movie. Jon Favreau ruined the movie what was he thinking? And he got crap for Iron Man Three while in that movie he was decent in here he wasn't. Iron Man 2 is MILES much way better film than Ant-Man and the Wasp (2018) I will never watch that movie again!!!","
            7/10
            "
