"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"coltonjc","13 June 2017","This movie has high production standards, by far the best production standards for anything Power Rangers or Super Sentai ever. Secondly, everyone on screen does a great job with their characters. The kids in the movie are fantastic actors who will have many big projects in the future.There are scenes that are intended for teens rather than kids, but if you can get over that and just enjoy the movie, you will be pleased. They are looking for a 15-35 demographic here.The main issue is that there is a lack of memorable scenes and the movie needed more action spots. Maybe even dug a little deeper into the mythology behind the Power Rangers. Explain why they exist and who the dangerous people in this world is.I believe the studio and producers were thinking that this would be an origin story and there would be many movies. But it did not do that well at the box office. New ideas are needed, maybe even doing a little more over the top stuff from the TV series. Something is missing here, which is why it got a 7 out of 10 for me. There's so many places that future movies can get to, but not sure if we will get sequels.","
            7/10
            "
"smetin","24 March 2017","When this movie got announced, I was immediately excited. I hadn't watched Power Rangers since I was maybe 10 years old. I still remember coming downstairs on a Sunday morning to watch it. The original movie also sticks in my mind as one of my favourites in my youth. This movie had a lot riding on it, considering so many people like myself would watch this purely for nostalgia's sake.The movie starts in typical Power Rangers style: with some action in a jokey style. As the plot progresses you begin to meet characters who you know will become Power Rangers. They are introduced well and are given a fairly decent backstory, most of which you learn as the movie progresses. I felt as though I knew a little about each of the Rangers before they morphed, although most of it was somewhat of a cliché.I thoroughly enjoyed the training segments, along with the introduction of alpha-5 and Zordon. It really took me back to my childhood, but with a modern spin that I felt was not too drastically different from the original. The villain in this movie was creepy though. Far creepier than she was in the original. I can see why this film was given a slightly more mature rating, because I can see how it would not be suitable for younger children. In this sense, I am slightly annoyed as Power Rangers is in essence a children's thing. By giving it a more mature slant to appeal to the masses, you are depriving the true target audience. But that is just my opinion. It is only in the last 45 minutes where the true action begins and we see our characters morph for the first time. The new suits look awesome and I was impressed with the fighting sequences. When the Zords came into play I actually got goosebumps. The ""Go Go Power Rangers"" song playing the background may have been what caused this, because I truly felt like a kid again. It was great. The final battle scene was excellent; you certainly get enough bang for your buck here!In summation, this is certainly a film worth seeing amidst all the superhero films currently our there. If you are of my generation then I urge you to see this in the cinema, rather than watch it on DVD/Blu-Ray/digital later on. The big screen in addition to the Dolby surround surround sound made this an experience I am so happy to have had.","
            8/10
            "
"mwcrunner","24 March 2017","Excellent here. Very excellent indeed. Just totally awesome. I even like this Power Rangers movie better then the one I've seen as a kid. Looking at the old Power Rangers movie now it's kind of goofy and quirky. This Power Rangers movie however had everything Power Rangers has, except of course Goldar was a giant metamorphosis of gold without that wolf like face. lol. Also Rita Repulsa is way more evil in this then she is in the actual show, since she was just a character swiped from an old Japanese show. lol. Also the Blue Ranger is my favorite. Always has been and always will be. The Megazord in this was wickedly awesome too. We also get to see a cameo of Kimberly and Tommy from the original series. This film had a great cast too. Bryan Cranston as Zordon even. I also like Alpha 5 in this better then him in the old show, cause the old Alpha is kind of dorky. Also Elizabeth Banks was fantastic as Rita Repulsa. It's also nice to see Zordon having a backstory of when he was a Power Ranger. I also know there's gonna be a sequel to this cause we all saw Tommy's jacket at the end. Also the Putties were more intimidating in this then they were in the original show. Yep this movie has everything the Power Rangers should have. Plenty of action, adventure, laughs and pure of heart. 10 out of 10 for this.","
            10/10
            "
"rockman182","13 June 2017","I still remember watching Fox Five as a kid and for the first time seeing the series premiere of The Mighty Morphin Power Rangers. I was amazed as a five year old seeing this show and instantly got hooked. The first Power Rangers movie was a film that definitely defined my childhood. It was instantly quotable and campy fun. When I heard about this film I had zero hopes. I haven't kept up with the show beyond the first two or three seasons as a kid and expected a reboot for the film and franchise to be a failing venture. I was actually surprised that this film was actually entertaining. There were many problems with it but I think the origin story was done quite well.The film follows five teenagers who band together one night and discover mysterious power coins at an old mining site. They soon discover these coins are responsible for giving them superhero powers. They soon discover an ancient alien spaceship where they are grouped by Zordon to become the Power Rangers and stop an ancient Green Ranger who turned rogue named Rita Repulsa. Rita is trying destroy the planet and is in search for a crystal that will do so. She's also harboring the towns gold to create a giant gold monster named Goldar.First off, the film took some liberties with the characters. Rita is now a former ranger who lost their way and Goldar is a gigantic and destructive creature (rather than the buffoon follower of Rita in the series). We also learn much about Zordon's origins. The rangers also are more socially updated. One of the rangers is diagnosed with an autism spectrum disorder, and another ranger is a lesbian. They also shifted things around (finally changed the Black Ranger being Black!) None of this was problematic and was actually fairly entertaining.The film does suffer from too much inactivity where the characters try to bond together and find themselves to morph into their armored ranger selves. The main battle also is a bit disappointing as I felt it was a little too anti-climactic. Still, This exceeded my very low expectations. I don't see a sequel coming despite the film setting up for it, the film was a major box office disappointment. Oh yeah, look out for some special cameos.6.5/10","
            6/10
            "
"LloydBayer","22 March 2017","You know Hollywood is running out of ideas when a hallmark TV series is made into a big screen production, and then recycled and redecorated with a bigger budget for a new generation. That's perfectly acceptable with franchises like the Jurassic Park films, where sequels are released every decade or so and aimed at a specific cluster of the audience. Power Rangers, on the other hand, has no idea who its target audience is and here's probably why: a suit from Lionsgate (yes, Lionsgate) green- lit the reboot even as the TV series is still being aired, hired screenwriters who wrote superhero films like X-Men: First Class and producers from the Transformers franchise, then hired unknown actors and a newbie director before ending up with a PG-13 fiasco that's neither here nor there. At just over 120 minutes, it's highly unlikely this film will grab and hold the attention of children, whereas anyone over 40 expecting a glorious heist or scandalous bachelor party is in for the wrong film. This leaves us with older teens widely known as the YA crowd (young adults). Now here's the caveat: Back in the early '90s, superheroes films were limited to one-off appearances a year. 25 years later and there are no less than five superhero films a year (this year we have six including one animation) from stalwart studios with an ever increasing budget and fan base. Yet as a superhero origins film, the new Power Rangers film simply doesn't stack up to the expectations of the general audience, let alone teenagers who expect nothing but cutting edge effects in a mega bucks franchise. So while lacking a target audience, the bigger question is why a reboot after more than 20 years? Cashing in on the current superhero culture seems like an obvious motive, but the disparity in production quality is even more obvious from the opening scene right through to the end. Except for some campy moments from Elizabeth Banks as a gold digging alien witch (How's Rita Repulsa for camp?) there is no other character worth caring about, not even the titular high school misfits who discover extraordinary abilities but are too dumb to figure out their purpose as a team of intergalactic warriors. Sadly, Power Rangers turns out to be a cinematic misfire that should have gone straight to TV. But even then, titles from Netflix and Amazon Studios far outweigh this debacle whose only purpose appears to be a disappearing act in your wallet.","
            4/10
            "
"phanthinga","25 March 2017","Back in the late 90s when im just a small boy the biggest piece of entertainment for kids in my country is the Power Rangers series and later on is the Super Sentai series the original root from Japan.I still remember how thrill and exciting i was when coming home and immediately turn on the TV to catch the latest episode then re watch it the next day waiting for the new episode to come out.Because i watch the both the series back to back so my memories with them is very strong and it still follow me to my teenage years.When i first hear the news that they gonna make a live-action Power Rangers movie some part of me just turn into a child again but it also make me very nervous because i know if their want to deliver a Power Rangers movie that not only give the old fan a trip down to memories lane but also make more new fan is not to taken this movie seriously and keep all the part that make what Power Rangers is today.For my surprise after watching this movie today im very please to say that they has did a great job with this one.Apart from the main storyline we already know is Power Rangers is about a group of teenager being chosen to hold a strong power help them turn into a kind of superheroes that each has a different color and each one of them has to working together as a team to save the earth from the force of evil.The thing that make this movie so much better than the movie came out in 1995 is how much good the characters being told in this movie.They all have their own problem with school and life so when we see their come together and exposed themselves it very great and heart warming at the time,i don't know what you guys think but the krispy kreme thing is hilarious.Other important characters is also portray very well but the best for me is Zordon voice by Bryan Cranston and Rita Repulsa played by Elizabeth Banks.Both of them did a fantastic job on portray how over the top and chessy their characters is although they did change some aspect of the Rita character but it not annoy me much so i kinda pass on that.The big problem with this movie is how before the epic climax the movie already a good teenage drama but all of that get blow away when they first morph into the suit and fight Rita.I find the last big action scene rather tame and a little bit letdown when the first fight with megazord is not only very unsatisfied but also very frustrated because for some reason they decide to turn Goldar a very beloved bad guy of the original series into a big crappy CGI monster literally make from gold.Still recommend this movie to everyone but don't bring high hope to this","
            7/10
            "
"donbarredorapc","13 June 2017","Before reading there may be small spoiler ...I was a fan of the series for years, and I still find the best the first generation, for this movie I was very anxious, and now that I saw it, I can say that I do not exceed my expectations, the action scenes a bit slow, very Melosa the movie at times, and frankly hoped a bit more cliché, but in short you have to talk about the good thing now, the soundtrack pretty good, in fact the listen although for a few seconds that classic electric guitar of the 90 I get excited , Effects and designs of suits and zord very good except for the megazord, and it is necessary to emphasize something, that is the suspense, they play with the fan that knows by memory that will happen but they play with it when, despite everything a promising start I hope there is A sequel since there were things pending, here is a diamond in the rough, maybe with a better creative team can get a good saga, maybe it will not be at the level of matrix, godfather, Lord of the rings, but if you can Be better than the saga of Transformers and harry potter.traslated from Spanish with google","
            7/10
            "
"stemelia21","24 February 2020","Right ok its not the best film ever made but it wasn't the worst either. However it's a film about the power rangers! How good is it going to be.The nostalgic fun was awesome. I used to watch the power rangers back in the early 90s when I was about 9 years old, it was the best thing ever. If I was that age now I'd be giving it a 10/10. A pretty good casting and they hit all the right spots with the action. Still dont understand why the blue ranger drowned in 20 seconds but other than that things made sense and there was lot of comparisons to the original. They included the original ""go go power rangers"" song which was awesome. I would be lying if I said I didnt get a little bit excited about the mega Zord.Give it 6/10. I was going to be 5/10 but the mega Zord and the original theme song pushed the score up a bit. Give it a watch it ain't bad and at the very worst it'll transport you back to your childhood for a couple of hours .","
            6/10
            "
"nkishudak","30 August 2020","I really enjoyed watching this movie. Brought a piece of my childhood back. For the idiots who says it is silly; have you ever seen an episode of the original tv show??? This movie did a great job and still captured the essence of the show.","
            10/10
            "
"ActionMovieDude","22 March 2017","Before I review the film, lets go back to the beginning of the awful television show.Mighty Morphin Power Rangers started airing on Fox Kids. Its true genesis was as an Americanized version of a long running Japanese kids show called Super Sentai which premiered back in 1975.Mighty Morphin Power Rangers (with its bad 1990s haircuts, fashion, and earrings) merged original Japanese footage from two Super Sentai shows called Zyuranger and Dairanger with absolutely horrid American footage that was a bad Saved By The Bell knock off which eventually joined Teenage Mutant Ninja Turtles as the latest craze on Fox Kids. The third season, which ripped off Kakuranger, had the power rangers turned into children and replaced by ""ninja"" aliens. (Are you kidding me?!)Fast forward to 2017. Power Rangers has lost most of its former popularity, so greedy plagiarist Haim Saban decides to reboot ""his"" power rangers (which was never ""his"" in the first place, it belonged to Toei who originally created Super Sentai/power rangers) the same way Ninja Turtles was ""rebooted"" for the big screen a couple of years ago.This time, the new cast is completely dysfunctional and the first 90 minutes are a real DRAG ripping off other teen angst movies so much that many kids will undoubtedly find it BORING. (Which they did in my screening!) Its far more Chronicle/Fant4stic than power rangers.Elizabeth Banks is the only one doing decent work as the new Rita Repulsa, a former Power Ranger looking to revive her giant monster Goldar. Even Bryan Cranston is miscast and looks lost here as Zordon!The ending does finally bring the audience its goofy power rangers (in the last ten minutes!) with even more ridiculous plastic costumes than the cheesy Zyuranger spandex on the old show and bargain basement, combining video game CGI visual effects for the end battle which really DOES looks like another Playstation 2 game.The word CHEESE cannot describe how eye rolling and preposterous the ending is. (A megazord slap into outer space PUL-EEZZE)!Not to mention the endless Krispy Kreme references/placements are downright embarrassing.Do the world a favor watch a far superior comic book movie like Logan instead and save your money!Power rangers was a HUGE disappointment, its poor box office worldwide proves it. (A sequel is VERY unlikely now!)A one on a scale of 1-10.Power Rangers is another box office BOMB for Lionsgate, which was on a roll after the great John Wick sequel.","
            1/10
            "
"devildog-80597","13 June 2017","OK, so this movie has a pretty good rating but it's even better if you take the time to read the reviews and see that the majority of the negative reviews are from 90's kids who are fans of their PR and honestly think the poor effects, bad writing and horrible acting from the 90's was good, not just for the 90s but for now. They are only upset because it makes their PRs look bad. And all of the other bad reviews are from religious nuts who don't like the very subtle reference that might mean the Yellow Power Ranger may be questioning her sexuality. Not once did they say it but the reviews would have you believe animals are having sex, kids are doing drugs and gay porn is taking place throughout the film, which it isn't. I'd wager that most of the negative reviews never saw the movie. This movie was good with special effects, background story, acting and more. It wasn't Oscar worthy, don't get me wrong but it was fun, action, sci-fi movie. If you like the original Power Rangers and think they are the best then don't watch this. If you want a fun and exciting movie to watch then definitely load this up.","
            10/10
            "
"Wizard-8","29 September 2018","I will give this cinematic adaptation of the popular 90s kids television show this: it is somewhat less annoyingly juvenile in tone as the television show. And the young actors who play the title characters show likability and talent. However, even their charm and efforts can't save the movie in the end, for the reasons I stated in the subject line of this user comment.Let me explain. As I said, I found the movie too slow. If you are expecting a lot of Power Ranger action, you'll be very disappointed. The build-up to when the rangers get into action takes forever, about 3/4 of the running time. And when the rangers DO get into action, the mayhem feels slower, clunkier, and more awkward than the action on the television show.Strangely, the movie is also way too fast at times. There are a ton of plot points that are not defined clearly, or are forgotten about and never brought up again. Also, the villain of the movie (Rita Repulsa) is given almost no development at all, making her a really weak and colorless figure. There are signs that despite the length of this movie (124 minutes), a LOT of footage that might have fleshed out the story and characters was ultimately cut out in the editing room.Adults who liked the Power Rangers as kids will probably be let down by this movie. Kids might like the movie better, but will probably outgrow it when exposed to better movie later. I say for either age group, stick to reruns of the television show.","
            3/10
            "
"larry-degala","10 May 2017","If Saban is going to spend $100 million on ""Power Rangers"", why did Dean Israelite only make $135 million back in the box office? ""Transformers"" made $708 million in 2007. The producers had a strong film budget, so what could possibly go wrong? Watch the midpoint on ""Transformers"" and the midpoint on ""Power Rangers."" I won't spoil it for you. You might get a good hint. Josh Trank of ""Chronicle"" could have done a better job. He made $168 million over his $126 million tent pole ""Fantastic Four"" in 2015. At least he made $42 million over the measly $35 million. Granted that Josh Trank and Dean Israelite are not Michael Bay, Joseph Kahn (another Generation X-er) made a superior version that was mature and well-developed, with chemistry and heart, and a intertwined story line that pulled the audience in, wanting for more. It had action like ""The Matrix"" with gritty drama like SyFy's ""Battlestar Galactica"". I felt his version moved the franchise forward from the small screen to the big. However, the trend is to hire Millennial filmmakers over Generation X filmmakers for budgets over $100 million because (and I quote) ""Millennials can only relate to Millennials."" Really? I mean REALLY? Forgot about Good Story-telling? Hello??!! It is not about one generation relating to another generation. Alfred Hitchcock even kicks butt in the post Millennial era. And so another franchise died as quickly as ""The Last Airbender."" Saban, try again please. Take my Alexander Hamiltons from these dying hands!","
            3/10
            "
"Nintendo600","24 March 2017","Power Rangers was an easy 2 hours of my life and $22.95 ill never get back. Origin stories tend to be good, and also sometimes not so good. This one falls into the latter, with a solid 75% of the film setting up the final 20 minutes of the film and leaving the main villain who is very two-dimensional (not to mention Elizabeth Banks' terrible, terrible fake accent, sorry). With bad narrative, an unfinished and poorly written script/dialogue, there really isn't to go off.Some characters and series' are very outdated, (Superman, Green Lantern, majority of DC and their cartoon costumes that were bad enough in the 40's) unfortunately, Power Rangers is just one that belongs and needs to stay buried in the 90's. Seeing those costumes and hearing ""its morphin' time"" in the mid to late 2010's just sounds awfully outdated. PW has had its time, hopefully Lionsgate will be more smarter not to continue this franchise and ruin the memory many of us millennials had of the suited heroes.","
            3/10
            "
"jackwarner999","21 March 2017","I was one of the first people to be asked to watch power rangers in December of 2016. I went into the theater not expecting much from this movie but I was wrong, it was a good movie. Not great or OK it was simply good. It had great CGI and the acting was good for a young cast. I loved the first 2 acts of the movie they were really strong and had good story telling. But act 3 in my opinion seemed silly and sort of rushed. The first 2 acts were great because of 2 things. Great characters and a steady pace. The character development was great and I liked how the writers really stuck to making them interesting so that the audience would care about them, especially RJ Cylers character. Nothing was rushed and was going at a great pace and then all of a sudden act 3 came into play and it turned into a mediocre action film and wasn't very exciting and I believe that is due to the villain. I was not a fan. Her motives are too over used and simply a lame character. The actress was fine but the character it'self wasn't anything special and made the action scenes dull. Other than that the kids will love it and if you are a power ranger fan I think you will be pleased. It's fun for the whole family.","
            7/10
            "
"kosmasp","26 July 2017","The actors themselves may not be in their teenage years anymore, but the characters they are portraying are. This is as Popcorn and light as it gets. We have Bryan Cranston as a sort of mentor figure to our lead group. And that group is of course unwilling at first. I have to admit here, that I have not seen previous installments of the Power Rangers, so I can't really compare. Even cameos from previous Power Rangers would have gone over my head, if they hadn't been pointed out to me.So there is stuff to look forward to, but it all is very easy going. It's predictable as expected, the CGI gets better every year and it's good in this one, although there's always room for improvement. Watch it, just don't expect too much","
            6/10
            "
"mizavila","9 July 2017","Apparently none of you remember the original series or the reboot shows following being just as ""cheesy"" as some of you say. I'm a 80s baby that grew up watching this show and now have babies of my own who watch the ""Original"" power rangers as well as the reboot shows. All of these shows have that cheesy feel to it but it's what made us all love it and still do. You all are just hating so bad on this movie because these kids don't fit your expectations of what a power ranger should be from the beginning. The directors are trying to tell a different story, yes in the beginning these kids did some bad things & made bad choices. But they start to realize what it is become a true power ranger. Who go from selfish teenage misfits to teenage kids who care about the world and saving their home and the planet. And the sexuality you all are crying about don't remember the original movie where Kimberly practically threw herself at Jason every chance she got & then there was Dulcea who was an almost half naked woman. Yet I see no one pointy that out. Oh that's right its because this is 2017 & a little sexual jokes is like someone just walked around fully naked down the road. So those that ""followed"" the show from the beginning as well as the remakes, should be maybe re watch those movies and shows & realize that this movie is not as bad as you all make it seem.","
            10/10
            "
"megadethdragoncrimson","24 March 2017","A morphenomenal reimaging of a classic franchise. A crossblend of Chronicle meets The Breakfast Club but surprisingly it works! The character development was a real surprise since in the original Power Rangers series, that didn't exactly exist. There's a good blend of cheesiness that fans that watched MMPR grew up with as well as solid storytelling to make for a great time. If you go into this expecting for a purist Xerox of what you watched growing up, you'll be disappointed. But if you go into this with an open mind looking to have a fun time, you won't be disappointed. I was very impressed with the overall performances of the entire cast especially Elizabeth Banks as Rita Repulsa and RJ Cyler as Billy. Fans of the franchise and even those who didn't bother to care for it before should watch this. It's a very fun film that makes you feel like a kid again. As they said in the 90s, It's Morphing Time","
            10/10
            "
"Pjtaylor-96-138044","12 March 2020","This gritty reboot of 'Mighty Morphin Power Rangers (1993-1999)' has a bit of a tonal problem. 'Power Rangers (2017)' can't decide if it wants to be a dulled-down, hard-edged action movie or a bright, tongue-in-cheek throwback piece. This is disconcerting, to say the least. I mean, the picture has both a 'Transformers (2007)'-esque, teamwork-focused ending and a subplot about the non-consensual sharing of a teenager's 'nude pics' (perpetrated by a hero, no less). There are jokes about space robots, super powers and accidentally 'pulling off' a bull, scenes centred around outlandish stunts, combat training and the murder of innocent civilians, and references to pop-culture, power rangers and the bullying of an autistic child. I think you get the point. It's just so all over the place, at once deadly serious and incredibly silly, and it doesn't always seem to know which 'mode' it's currently in. On the positive side, the focal team is comprised of a diverse set of decently developed characters; no-one is left out due to race, gender, sexuality, disability or personal baggage. The finale is also surprisingly effective, especially - I suppose - for a big CG-based battle. It's not great but it's entertaining enough. I'll also add that Banks' Rita Repulsa feels like she's walked straight out of the 90s show. It's just a shame that only a few oblique callbacks follow her. For most of the movie, I was honestly cringing. It's generic, banal and forced, bland in the blandest of ways. Don't get me wrong, it's basically passable. I just don't know who it's for, really. It's too grown-up for kids but too flawed for adults. Its best bit is when the teens finally come together, draped in their technicolor armour, and deliver the colourful kung-fu cheesiness that most people expect with the brand. Unfortunately, this only lasts for about two minutes. 5/10","
            5/10
            "
"maryanncostello","25 March 2017","My son and I loved it, quite a journey. I noticed the audience members, particularly those around me loved it as well. I've always loved the Power Rangers television show because it was so campy. This power ranger movie is full of twists, turns and surprises. Truly time well spent.","
            10/10
            "
"davijieienne","3 January 2022","Every single thing that happens in this movie is an insult to the very spirit of the original TV series.The characters DO NOT form any real bond between themselves in their ""common"" life. They never become real friends, let alone work as a squad, they just try and fail at it.And about the ""Power"" side, there's nothing to differentiate the various colors, the Rangers have no personal weapons or special abilities to define them.None of them does anything cool, througout the movie, they're not good at fighting, thinking, or even driving their Zords, and when it comes to the Megazord, it looks like some crappy Transformer, with no resemblance with the Zords that should be his parts, and, guess what, it has no special weapon or special attack AT ALL! (So they win for no apparent reason)Zordon seems like a selfish, disturbed AI like Hal 9000 (from 2001 A Space Odissey) which the Rangers can't trust, and Alpha is up to no good either
Very frustrating and disappointing, I feel the need to watch some episode from the latest TV series to
cheer me up.","
            1/10
            "
"BrBaFett","24 March 2017","I grew up a die-hard Power Ranger fan. I thought at first it was cheezy with the story behind the Power Rangers, Zordon once the Red Ranger and the fictional language that was being spoken. Liked the idea of detention, but I feel they could've done better introducing the Rangers before hand. Wasn't high on the casting choices either; my favourite was RJ Cyler as Billy because I think he portrayed it so well, liked the version of Trini, but still think casting could've been better. Didn't like the version of Rita Repulsa because in the show Rita is a witch with a team of villains, but all she has from them in this movie is-- literally--GOLDar... which is probably what else made me mad. Alpha, I could live with, kinda liked that version. But still wish they had the actual Command Center as a headquarters. Like Bryan Cranston as Zordon was awesome. But later towards the end is where I started to tear up. I liked their morphing sequence--that was my favourite part of the entire show. Then after seeing the zords was just unbelievably awesome while playing the Power Rangers theme song. If you watch the show, you'll understand these 100%. I liked how they had all the Power Ranger cameos, such as Jason's dad saying, 'Mariner Bay and Reefside.' Old ficitonal cities from the TV show in other seasons: my jaw dropped. The fight scenes with the zords and Goldar were so well done, just would've rather seen a megazord transformation and although was impressed with the morphing sequence, I wish they did it better. I cried towards the end when I saw (Jason David Frank and Amy Jo Johnson) Tommy and Kimberly's cameo, then seeing after the credits hearing the name 'Tommy Oliver,' my mind officially went super positive. Overall I loved it, even though there were some things that bother me. But this is a valuable review because I am a die-hard Power Rangers fan. Take my word for it.","
            10/10
            "
"Justin_Shanahan","25 March 2017","Yes, it is very different from the original but bares some similarities. I didn't like the zords that much, only because they look extremely different. I couldn't tell if the black ranger was driving a mastodon, or some unknown creature zord. The zords were hard to recognize. I like that it is all modern, but at least make the zords recognizable and the suits. Don't get me wrong, the suits were nice, and I did like them a lot, but I wish they were more recognizable. I thought Elizabeth Banks did a great job. She did play a villain role well and I'd like to see more of that. Although, I was disappointed that she was in green clothing. She is bringing Rita to a new level and that is good. At least she had Goldar with her. He was updated, nothing wrong with that but at least have him talk and have a face. The putties were good, again, you couldn't tell what they were. What I am trying to say is that changes are always good, and I am all for it, but if you're going to update a character or zords for that matter, at least make it recognizable. Like the Mighty Morphen Power Ranger Movie back in the 90's were updated but recognizable. It really does suck that her goons weren't in the movie and speaking of goons, I'm sad that they didn't have Bulk and Skull. Just like Rita and Goldar, they will always be apart of the Power Ranger universe. It just wasn't the same without them. Alpha's voice should of stood the same, seeing as he was Alpha 5. Again, there was a lot of changes to the film vs The Original.The sound effects were good. The music was good. I hope to see more of the morphin sequences and Zords transforming into the Megazord. Overall, this film is good and I am gonna watch it again.","
            10/10
            "
"The_Baba","9 April 2017","Based on the exciting big robot/superhero series for kids, this reboot has nothing in common with the colorful TV show besides its name. Washed out are all of the things that made kids gravitate towards Power Rangers leaving behind a hollow product that bares its name. In place of all of the things that gave Power Rangers its distinction, costume designs, set pieces, music and intense action is now generic fluff and bland characters. No kid who sees this for the first time is gonna fall in love with it like they did the original show.They blew it. They had the opportunity to make something that could stand on its own against big robot movies like The Transformers or superhero ensembles like The Avengers but now won't even be noticed alongside these movies. And while to this day people will remember Mighty Morphin Power Rangers, they have already forgotten about this movie when leaving the theater.Do yourselves a favour, instead of watching this, Youtube ''Megazord Dragonzord team up'' and see something really cool.P.S. Boycott Krispy Kreme donuts.","
            4/10
            "
"thewalkingpuns","29 January 2023","This was a pretty good movie. I can't say iv'e always watch power rangers or know a lot about it apart from some of the toys I used to have. The mian five actors that played the power rangers all played them well and I thought were well cast. Naomi scott as kimberly being one of my favourites. But.dacre montgomoery, dj.cyler ludi lin and becky g were overall pretty good. Bill hader as the voice of alpha five and bryan cranston as zordon were also good. The action was pretty good and the plot that leas them to being the power rangers was interesting enough. The only thing id say is I wish the cgi was better but overall it was still a pretty good film.","
            6/10
            "
"cruise01","25 March 2017","A group of five troubled high school students discovering some power coins turning them into Power Rangers. I have never seen the original TV series and vaguely remember seeing the 1995 movie which was cool for its time but cheesy now and looking like a very low budget version of an nickelodeon movie. Dean Israelite film on this Power Rangers adaptation is a lot of fun seeing these students get together from their troubled past and form a team. The modern take is a blockbuster fun type of film that follows the cliché origin story and have a better looking armor suits with the rangers, some cheesy humor, and visual effects. Like most origin stories, the plot follows these five high school students who all cross paths in detention. Jason (Dacre Montgomery) a high school football player that got into a wreck after a prank gone bad. Billy (RJ Cyler) a smart awkward student in trouble for blowing up a locker. Kimberly (Naomi Scott) who got into trouble for punching the ex boyfriend. They all run into each other in the mountains, including Trini (Becky G) who is having trouble fitting in, and Zack (Ludi Lin) a teen that is arrogant but also has a soft side taking care of his sick mother in a trailer park. They all discover these alien coins that gives them superhuman strength and abilities. Making them Power Rangers. As a threat nears when Rita (Elizabeth Banks) is preparing to summon her army to unleash a weapon that can wipe everyone on Earth. Even though the film does follow the origin formula. It is a lot of fun seeing these five teens trying to coop on what has been holding them back and seeing them cooperate with the other. Even in the second act, when they are all at a campfire, sharing there troubled past. Also, seeing these five characters learning from Zordon (Bryan Cranston) who was once the leader of his team of power rangers. These characters learn what they have to become. You get to see these characters become the power rangers and morph into their armor a little late in the movie like the last half hour as they fight against Rita's army. It is great to see these characters develop in the movie, which is a lot of fun. The action sequence was fun. Seeing the power rangers operating their own Zords (robotic vehicles). And a battle with Goldar (a giant golden monster) and the Megazord that the rangers morphed into. The action picks up in the climax with destruction and fighting. The visual effects were nothing to brag about which was okay. The humor was cheesy when it came to dialogue or a plot device that centered it at a krispy kreme building. Even, seeing Rita waiting at the donut shop and eating a donut during the climax. Yet again, Power Rangers is supposed to be family fun. I love the cast talent that I would hope to see these actors grow further into their characters in sequels.Overall, Power Rangers is a lot of fun; it has character development, exciting action sequences, great cast, and cheesy humor, which you can expect, in this type of film. I would rate Power Rangers 4 out of 5 stars.","
            8/10
            "
